Time [s], II
7.344,0.32031
7.352,0.26953
7.36,0.2793
7.368,0.29492
7.376,0.33008
7.384,0.35938
7.392,0.33594
7.4,0.3457
7.408,0.34961
7.416,0.32031
7.424,0.30078
7.432,0.26953
7.44,0.27539
7.448,0.16992
7.456,0.17969
7.464,0.17578
7.472,0.19531
7.48,0.17969
7.488,0.16992
7.496,0.18945
7.504,0.14453
7.512,0.13086
7.52,0.17578
7.528,0.13086
7.536,0.18945
7.544,0.15039
7.552,0.13477
7.56,0.20508
7.568,0.16602
7.576,0.20508
7.584,0.22461
7.592,0.16992
7.6,0.21094
7.608,0.18945
7.616,0.20117
7.624,0.23047
7.632,0.29102
7.64,0.26562
7.648,0.32422
7.656,0.25586
7.664,0.2793
7.672,0.28516
7.68,0.25977
7.688,0.2793
7.696,0.20508
7.704,0.19531
7.712,0.20117
7.72,0.17969
7.728,0.16016
7.736,0.17578
7.744,0.19531
7.752,0.20117
7.76,0.13086
7.768,0.16992
7.776,0.125
7.784,0.14062
7.792,0.16602
7.8,0.17578
7.808,0.16992
7.816,0.21094
7.824,0.16992
7.832,0.23438
7.84,0.21484
7.848,0.30469
7.856,0.64062
7.864,0.88867
7.872,0.83398
7.88,0.625
7.888,0.46094
7.896,0.30078
7.904,0.18945
7.912,0.16016
7.92,0.14062
7.928,0.19531
7.936,0.16016
7.944,0.13086
7.952,0.15625
7.96,0.11523
7.968,0.10547
7.976,0.13477
7.984,0.125
7.992,0.10547
8,0.15039
8.008,0.16992
8.016,0.14062
8.024,0.18555
8.032,0.15625
8.04,0.16602
8.048,0.18555
8.056,0.14062
8.064,0.17969
8.072,0.23047
8.08,0.20508
8.088,0.20117
8.096,0.22461
8.104,0.20117
8.112,0.23438
8.12,0.25
8.128,0.22461
8.136,0.29492
8.144,0.30078
8.152,0.31055
8.16,0.29102
8.168,0.32031
8.176,0.34961
8.184,0.38086
8.192,0.3457
8.2,0.32422
8.208,0.33984
8.216,0.32422
8.224,0.30078
8.232,0.24609
8.24,0.21484
8.248,0.24609
8.256,0.23438
8.264,0.20117
8.272,0.2207
8.28,0.24609
8.288,0.15039
8.296,0.13477
8.304,0.16016
8.312,0.16016
8.32,0.15625
8.328,0.17969
8.336,0.14453
8.344,0.20117
8.352,0.21094
8.36,0.15625
8.368,0.17578
8.376,0.21484
8.384,0.2207
8.392,0.17969
8.4,0.19531
8.408,0.18555
8.416,0.20117
8.424,0.20508
8.432,0.18945
8.44,0.25
8.448,0.30469
8.456,0.33984
8.464,0.28516
8.472,0.32031
8.48,0.32422
8.488,0.26953
8.496,0.25
8.504,0.21484
8.512,0.20508
8.52,0.18555
8.528,0.16602
8.536,0.18945
8.544,0.16992
8.552,0.20508
8.56,0.13477
8.568,0.16992
8.576,0.16016
8.584,0.19531
8.592,0.14453
8.6,0.16992
8.608,0.15039
8.616,0.17578
8.624,0.21094
8.632,0.22461
8.64,0.19531
8.648,0.27539
8.656,0.33008
8.664,0.625
8.672,0.89453
8.68,0.92969
8.688,0.66992
8.696,0.51953
8.704,0.36523
8.712,0.23438
8.72,0.18555
8.728,0.20117
8.736,0.21484
8.744,0.16016
8.752,0.14453
8.76,0.15039
8.768,0.10547
8.776,0.089844
8.784,0.12109
8.792,0.15625
8.8,0.12109
8.808,0.16602
8.816,0.15039
8.824,0.13477
8.832,0.11523
8.84,0.12109
8.848,0.15625
8.856,0.14062
8.864,0.21094
8.872,0.19531
8.88,0.2207
8.888,0.15625
8.896,0.13477
8.904,0.17969
8.912,0.23047
8.92,0.25586
8.928,0.24023
8.936,0.21094
8.944,0.20508
8.952,0.27539
8.96,0.26562
8.968,0.29102
8.976,0.32031
8.984,0.375
8.992,0.32422
9,0.38086
9.008,0.39062
9.016,0.31445
9.024,0.31445
9.032,0.30469
9.04,0.32422
9.048,0.27539
9.056,0.24023
9.064,0.21094
9.072,0.18555
9.08,0.21484
9.088,0.17578
9.096,0.16016
9.104,0.18555
9.112,0.2207
9.12,0.20117
9.128,0.20117
9.136,0.20508
9.144,0.16016
9.152,0.18945
9.16,0.16992
9.168,0.17578
9.176,0.17578
9.184,0.18555
9.192,0.20117
9.2,0.18555
9.208,0.19531
9.216,0.24609
9.224,0.20508
9.232,0.2207
9.24,0.21484
9.248,0.25
9.256,0.27539
9.264,0.30078
9.272,0.31445
9.28,0.31055
9.288,0.32422
9.296,0.29102
9.304,0.27539
9.312,0.31055
9.32,0.26562
9.328,0.22461
9.336,0.23438
9.344,0.18555
9.352,0.17578
9.36,0.18555
9.368,0.20508
9.376,0.16992
9.384,0.16602
9.392,0.21484
9.4,0.2207
9.408,0.16602
9.416,0.20508
9.424,0.17969
9.432,0.18945
9.44,0.17578
9.448,0.21094
9.456,0.24023
9.464,0.32422
9.472,0.5
9.48,0.77539
9.488,0.98047
9.496,0.99414
9.504,0.76953
9.512,0.64062
9.52,0.41016
9.528,0.26562
9.536,0.19531
9.544,0.2207
9.552,0.16016
9.56,0.15039
9.568,0.16016
9.576,0.16602
9.584,0.11523
9.592,0.12109
9.6,0.099609
9.608,0.12109
9.616,0.13086
9.624,0.15625
9.632,0.17578
9.64,0.17969
9.648,0.13477
9.656,0.15039
9.664,0.13477
9.672,0.16992
9.68,0.17969
9.688,0.16016
9.696,0.18555
9.704,0.16016
9.712,0.16602
9.72,0.17969
9.728,0.16016
9.736,0.18555
9.744,0.23047
9.752,0.25977
9.76,0.25
9.768,0.26953
9.776,0.25
9.784,0.2793
9.792,0.32422
9.8,0.29102
9.808,0.2793
9.816,0.375
9.824,0.33008
9.832,0.30469
9.84,0.31445
9.848,0.28516
9.856,0.29492
9.864,0.2793
9.872,0.20117
9.88,0.18555
9.888,0.2207
9.896,0.20508
9.904,0.17969
9.912,0.17578
9.92,0.21094
9.928,0.14453
9.936,0.16992
9.944,0.20508
9.952,0.14453
9.96,0.13477
9.968,0.21094
9.976,0.23438
9.984,0.15039
9.992,0.18555
10,0.20508
10.008,0.16602
10.016,0.16992
10.024,0.21094
10.032,0.23047
10.04,0.18555
10.048,0.21094
10.056,0.23438
10.064,0.27539
10.072,0.25977
10.08,0.32422
10.088,0.33594
10.096,0.29492
10.104,0.31055
10.112,0.25586
10.12,0.26953
10.128,0.25
10.136,0.23047
10.144,0.18555
10.152,0.17578
10.16,0.19531
10.168,0.16602
10.176,0.17969
10.184,0.17969
10.192,0.17969
10.2,0.17578
10.208,0.15625
10.216,0.16992
10.224,0.17578
10.232,0.16016
10.24,0.19531
10.248,0.21484
10.256,0.18945
10.264,0.2207
10.272,0.20117
10.28,0.38086
10.288,0.66016
10.296,0.87891
10.304,0.92969
10.312,0.62891
10.32,0.50977
10.328,0.33984
10.336,0.21094
10.344,0.14453
10.352,0.16016
10.36,0.17969
10.368,0.17578
10.376,0.14453
10.384,0.125
10.392,0.13477
10.4,0.12109
10.408,0.099609
10.416,0.15039
10.424,0.17578
10.432,0.13086
10.44,0.13477
10.448,0.12109
10.456,0.14453
10.464,0.16602
10.472,0.16992
10.48,0.15625
10.488,0.19531
10.496,0.15039
10.504,0.16992
10.512,0.18555
10.52,0.19531
10.528,0.18945
10.536,0.23047
10.544,0.24023
10.552,0.23047
10.56,0.26953
10.568,0.23047
10.576,0.26562
10.584,0.33984
10.592,0.29492
10.6,0.31445
10.608,0.30078
10.616,0.34961
10.624,0.36523
10.632,0.37109
10.64,0.3457
10.648,0.29492
10.656,0.28516
10.664,0.25977
10.672,0.25
10.68,0.20508
10.688,0.20117
10.696,0.16992
10.704,0.2207
10.712,0.18945
10.72,0.14062
10.728,0.13477
10.736,0.16992
10.744,0.18555
10.752,0.18945
10.76,0.16016
10.768,0.18945
10.776,0.20117
10.784,0.16016
10.792,0.18555
10.8,0.19531
10.808,0.14062
10.816,0.22461
10.824,0.19531
10.832,0.17969
10.84,0.16992
10.848,0.24609
10.856,0.19531
10.864,0.17969
10.872,0.23438
10.88,0.25586
10.888,0.26953
10.896,0.29492
10.904,0.32031
10.912,0.31445
10.92,0.30078
10.928,0.32031
10.936,0.24023
10.944,0.20117
10.952,0.18945
10.96,0.21484
10.968,0.18945
10.976,0.23047
10.984,0.17578
10.992,0.13477
11,0.18555
11.008,0.16992
11.016,0.17969
11.024,0.14453
11.032,0.16016
11.04,0.20117
11.048,0.14453
11.056,0.14062
11.064,0.17969
11.072,0.19531
11.08,0.2207
11.088,0.27539
11.096,0.25586
11.104,0.57031
11.112,0.82031
11.12,0.875
11.128,0.67969
11.136,0.4707
11.144,0.33984
11.152,0.21484
11.16,0.13477
11.168,0.17969
11.176,0.20508
11.184,0.15625
11.192,0.11133
11.2,0.13477
11.208,0.17578
11.216,0.13086
11.224,0.11133
11.232,0.10547
11.24,0.17969
11.248,0.14062
11.256,0.16016
11.264,0.16602
11.272,0.13086
11.28,0.15039
11.288,0.13086
11.296,0.14453
11.304,0.18555
11.312,0.17969
11.32,0.18555
11.328,0.2207
11.336,0.18555
11.344,0.21094
11.352,0.21484
11.36,0.20508
11.368,0.23047
11.376,0.25
11.384,0.30078
11.392,0.26953
11.4,0.29102
11.408,0.33008
11.416,0.35938
11.424,0.32031
11.432,0.32422
11.44,0.34961
11.448,0.36523
11.456,0.33984
11.464,0.29492
11.472,0.26953
11.48,0.28516
11.488,0.25
11.496,0.22461
11.504,0.23438
11.512,0.21484
11.52,0.20508
11.528,0.24023
11.536,0.11133
11.544,0.14062
11.552,0.16602
11.56,0.18555
11.568,0.16602
11.576,0.17969
11.584,0.20508
11.592,0.16602
11.6,0.15039
11.608,0.16602
11.616,0.23438
11.624,0.16992
11.632,0.16016
11.64,0.18945
11.648,0.21094
11.656,0.20508
11.664,0.23438
11.672,0.24023
11.68,0.22461
11.688,0.23047
11.696,0.22461
11.704,0.29102
11.712,0.31055
11.72,0.29492
11.728,0.31445
11.736,0.2793
11.744,0.24609
11.752,0.23438
11.76,0.20508
11.768,0.22461
11.776,0.18945
11.784,0.20508
11.792,0.20508
11.8,0.16016
11.808,0.12109
11.816,0.13477
11.824,0.16602
11.832,0.18555
11.84,0.14453
11.848,0.15625
11.856,0.17969
11.864,0.17578
11.872,0.16016
11.88,0.21094
11.888,0.25586
11.896,0.26562
11.904,0.23047
11.912,0.51562
11.92,0.81445
11.928,0.90039
11.936,0.7207
11.944,0.58984
11.952,0.37109
11.96,0.25977
11.968,0.16992
11.976,0.16016
11.984,0.20508
11.992,0.16016
12,0.19531
12.008,0.15625
12.016,0.11133
12.024,0.10547
12.032,0.15625
12.04,0.16016
12.048,0.14062
12.056,0.14062
12.064,0.15625
12.072,0.13477
12.08,0.15625
12.088,0.17578
12.096,0.16602
12.104,0.18555
12.112,0.14453
12.12,0.13477
12.128,0.18945
12.136,0.20508
12.144,0.23438
12.152,0.21094
12.16,0.22461
12.168,0.26953
12.176,0.31055
12.184,0.19531
12.192,0.18945
12.2,0.31055
12.208,0.33008
12.216,0.30078
12.224,0.30469
12.232,0.30078
12.24,0.3457
12.248,0.38086
12.256,0.3457
12.264,0.37109
12.272,0.32031
12.28,0.32422
12.288,0.24023
12.296,0.26953
12.304,0.23438
12.312,0.23047
12.32,0.25
12.328,0.18555
12.336,0.20508
12.344,0.16602
12.352,0.20117
12.36,0.20117
12.368,0.21484
12.376,0.15625
12.384,0.18555
12.392,0.20117
12.4,0.15039
12.408,0.16016
12.416,0.19531
12.424,0.18555
12.432,0.19531
12.44,0.17969
12.448,0.23047
12.456,0.18945
12.464,0.17578
12.472,0.21484
12.48,0.22461
12.488,0.2207
12.496,0.26562
