Time [s], II
9.664,0.43473
9.672,0.43473
9.68,0.43473
9.688,0.43473
9.696,0.43473
9.704,0.43473
9.712,0.43473
9.72,0.43473
9.728,0.43966
9.736,0.44458
9.744,0.45443
9.752,0.47044
9.76,0.4803
9.768,0.49015
9.776,0.50985
9.784,0.52463
9.792,0.52956
9.8,0.52463
9.808,0.51478
9.816,0.49507
9.824,0.47044
9.832,0.44458
9.84,0.42488
9.848,0.41502
9.856,0.4101
9.864,0.4101
9.872,0.4101
9.88,0.4101
9.888,0.4101
9.896,0.42488
9.904,0.44951
9.912,0.50985
9.92,0.65025
9.928,0.82512
9.936,0.86453
9.944,0.69458
9.952,0.50985
9.96,0.41995
9.968,0.4101
9.976,0.41995
9.984,0.42488
9.992,0.42488
10,0.4298
10.008,0.4298
10.016,0.4298
10.024,0.43473
10.032,0.43966
10.04,0.44458
10.048,0.44951
10.056,0.45443
10.064,0.46059
10.072,0.46552
10.08,0.47537
10.088,0.4803
10.096,0.49015
10.104,0.49507
10.112,0.50493
10.12,0.51478
10.128,0.52463
10.136,0.53448
10.144,0.54557
10.152,0.56527
10.16,0.58498
10.168,0.59975
10.176,0.62438
10.184,0.64532
10.192,0.66502
10.2,0.6798
10.208,0.69458
10.216,0.69951
10.224,0.69951
10.232,0.68473
10.24,0.6601
10.248,0.62438
10.256,0.58498
10.264,0.54557
10.272,0.50985
10.28,0.47537
10.288,0.45443
10.296,0.43473
10.304,0.41995
10.312,0.41502
10.32,0.41502
10.328,0.4101
10.336,0.41502
10.344,0.41502
10.352,0.41502
10.36,0.41995
10.368,0.41995
10.376,0.42488
10.384,0.4298
10.392,0.43473
10.4,0.43473
10.408,0.43966
10.416,0.43966
10.424,0.43966
10.432,0.44458
10.44,0.44458
10.448,0.44951
10.456,0.44458
10.464,0.43966
10.472,0.43966
10.48,0.43966
10.488,0.44458
10.496,0.44458
10.504,0.44458
10.512,0.44951
10.52,0.46059
10.528,0.47537
10.536,0.48522
10.544,0.49507
10.552,0.5197
10.56,0.53448
10.568,0.53941
10.576,0.52463
10.584,0.50985
10.592,0.49507
10.6,0.47044
10.608,0.44458
10.616,0.4298
10.624,0.41995
10.632,0.41995
10.64,0.41502
10.648,0.41502
10.656,0.41502
10.664,0.41502
10.672,0.42488
10.68,0.44951
10.688,0.51478
10.696,0.65517
10.704,0.83005
10.712,0.86453
10.72,0.6798
10.728,0.5
10.736,0.41995
10.744,0.4101
10.752,0.41502
10.76,0.41995
10.768,0.41995
10.776,0.42488
10.784,0.4298
10.792,0.43473
10.8,0.43966
10.808,0.44458
10.816,0.44951
10.824,0.44951
10.832,0.45443
10.84,0.46059
10.848,0.46552
10.856,0.47537
10.864,0.48522
10.872,0.49507
10.88,0.5
10.888,0.50493
10.896,0.51478
10.904,0.5197
10.912,0.53448
10.92,0.55049
10.928,0.56527
10.936,0.58498
10.944,0.60468
10.952,0.62438
10.96,0.65025
10.968,0.66995
10.976,0.68473
10.984,0.69951
10.992,0.70443
11,0.69951
11.008,0.68473
11.016,0.65517
11.024,0.62438
11.032,0.58498
11.04,0.54557
11.048,0.50985
11.056,0.47537
11.064,0.45443
11.072,0.43473
11.08,0.42488
11.088,0.41502
11.096,0.4101
11.104,0.4101
11.112,0.4101
11.12,0.4101
11.128,0.41502
11.136,0.41502
11.144,0.41502
11.152,0.41502
11.16,0.41995
11.168,0.41995
11.176,0.42488
11.184,0.4298
11.192,0.43473
11.2,0.43473
11.208,0.43473
11.216,0.43473
11.224,0.43473
11.232,0.4298
11.24,0.43473
11.248,0.43473
11.256,0.43473
11.264,0.43473
11.272,0.43473
11.28,0.43473
11.288,0.43473
11.296,0.44458
11.304,0.45443
11.312,0.47044
11.32,0.4803
11.328,0.49507
11.336,0.50985
11.344,0.51478
11.352,0.50493
11.36,0.5
11.368,0.49015
11.376,0.47044
11.384,0.44458
11.392,0.42488
11.4,0.4101
11.408,0.40517
11.416,0.40517
11.424,0.40517
11.432,0.40517
11.44,0.40517
11.448,0.41502
11.456,0.43473
11.464,0.49507
11.472,0.62438
11.48,0.8202
11.488,0.90517
11.496,0.77463
11.504,0.56034
11.512,0.43473
11.52,0.4101
11.528,0.4101
11.536,0.41502
11.544,0.41502
11.552,0.41502
11.56,0.41995
11.568,0.42488
11.576,0.4298
11.584,0.43473
11.592,0.43966
11.6,0.44951
11.608,0.45443
11.616,0.46059
11.624,0.46552
11.632,0.47537
11.64,0.4803
11.648,0.48522
11.656,0.49507
11.664,0.5
11.672,0.51478
11.68,0.5197
11.688,0.53448
11.696,0.55049
11.704,0.56527
11.712,0.58005
11.72,0.60468
11.728,0.62438
11.736,0.65025
11.744,0.66995
11.752,0.68966
11.76,0.69951
11.768,0.70936
11.776,0.71552
11.784,0.69951
11.792,0.66995
11.8,0.63547
11.808,0.59483
11.816,0.55542
11.824,0.5197
11.832,0.49015
11.84,0.46059
11.848,0.44458
11.856,0.4298
11.864,0.41995
11.872,0.41502
11.88,0.41502
11.888,0.41502
11.896,0.41502
11.904,0.41502
11.912,0.41502
11.92,0.41995
11.928,0.41995
11.936,0.42488
11.944,0.4298
11.952,0.43473
11.96,0.43473
11.968,0.43966
11.976,0.43966
11.984,0.43966
11.992,0.43966
12,0.43966
12.008,0.43473
12.016,0.43473
12.024,0.43473
12.032,0.43473
12.04,0.43473
12.048,0.43473
12.056,0.43473
12.064,0.43966
12.072,0.44951
12.08,0.46059
12.088,0.47537
12.096,0.4803
12.104,0.49507
12.112,0.5197
12.12,0.52956
12.128,0.52463
12.136,0.5197
12.144,0.50493
12.152,0.4803
12.16,0.45443
12.168,0.43473
12.176,0.41995
12.184,0.41502
12.192,0.4101
12.2,0.4101
12.208,0.4101
12.216,0.4101
12.224,0.41502
12.232,0.4298
12.24,0.47537
12.248,0.58498
12.256,0.75493
12.264,0.86453
12.272,0.77956
12.28,0.58005
12.288,0.44458
12.296,0.40517
12.304,0.4101
12.312,0.41995
12.32,0.41995
12.328,0.41995
12.336,0.42488
12.344,0.4298
12.352,0.4298
12.36,0.43473
12.368,0.43966
12.376,0.43966
12.384,0.44951
12.392,0.45443
12.4,0.46059
12.408,0.47044
12.416,0.4803
12.424,0.48522
12.432,0.49507
12.44,0.5
12.448,0.50493
12.456,0.51478
12.464,0.52463
