Time [s], ABP
6.136,78.814
6.144,77.64
6.152,76.271
6.16,74.707
6.168,72.947
6.176,70.991
6.184,68.84
6.192,66.493
6.2,64.146
6.208,61.604
6.216,59.257
6.224,56.91
6.232,54.563
6.24,52.412
6.248,50.456
6.256,48.696
6.264,47.132
6.272,45.763
6.28,44.785
6.288,44.003
6.296,43.416
6.304,42.829
6.312,42.634
6.32,42.438
6.328,42.243
6.336,42.438
6.344,42.438
6.352,42.634
6.36,42.829
6.368,43.025
6.376,43.025
6.384,43.22
6.392,43.416
6.4,43.612
6.408,43.612
6.416,43.612
6.424,43.807
6.432,43.807
6.44,43.807
6.448,43.807
6.456,43.807
6.464,43.807
6.472,43.612
6.48,43.612
6.488,43.416
6.496,43.22
6.504,43.22
6.512,43.025
6.52,42.829
6.528,42.634
6.536,42.438
6.544,42.047
6.552,41.656
6.56,41.46
6.568,41.069
6.576,40.678
6.584,40.287
6.592,39.896
6.6,39.505
6.608,39.113
6.616,38.722
6.624,38.527
6.632,38.331
6.64,38.136
6.648,38.136
6.656,38.722
6.664,40.287
6.672,43.025
6.68,46.936
6.688,52.021
6.696,57.301
6.704,62.582
6.712,67.471
6.72,71.382
6.728,74.511
6.736,76.662
6.744,77.836
6.752,78.422
6.76,78.422
6.768,78.031
6.776,77.249
6.784,76.076
6.792,74.902
6.8,73.338
6.808,71.578
6.816,69.622
6.824,67.471
6.832,65.319
6.84,62.973
6.848,60.43
6.856,58.083
6.864,55.737
6.872,53.39
6.88,51.239
6.888,49.283
6.896,47.523
6.904,45.958
6.912,44.589
6.92,43.612
6.928,42.829
6.936,42.047
6.944,41.656
6.952,41.46
6.96,41.265
6.968,41.265
6.976,41.265
6.984,41.46
6.992,41.46
7,41.656
7.008,41.851
7.016,42.047
7.024,42.243
7.032,42.438
7.04,42.634
7.048,42.829
7.056,42.829
7.064,42.829
7.072,43.025
7.08,43.025
7.088,43.025
7.096,43.025
7.104,43.025
7.112,43.025
7.12,43.025
7.128,42.829
7.136,42.829
7.144,42.634
7.152,42.438
7.16,42.047
7.168,41.851
7.176,41.656
7.184,41.46
7.192,41.265
7.2,40.874
7.208,40.482
7.216,40.091
7.224,39.7
7.232,39.309
7.24,38.918
7.248,38.527
7.256,38.136
7.264,37.744
7.272,37.549
7.28,37.353
7.288,37.158
7.296,37.353
7.304,38.331
7.312,40.287
7.32,43.416
7.328,47.718
7.336,52.803
7.344,58.083
7.352,63.168
7.36,67.666
7.368,71.382
7.376,74.12
7.384,75.88
7.392,76.858
7.4,77.249
7.408,77.054
7.416,76.467
7.424,75.489
7.432,74.316
7.44,72.947
7.448,71.382
7.456,69.426
7.464,67.471
7.472,65.319
7.48,62.973
7.488,60.43
7.496,58.083
7.504,55.541
7.512,53.194
7.52,50.847
7.528,48.892
7.536,46.936
7.544,45.176
7.552,43.807
7.56,42.634
7.568,41.656
7.576,40.874
7.584,40.287
7.592,40.091
7.6,39.7
7.608,39.7
7.616,39.7
7.624,39.7
7.632,39.896
7.64,40.091
7.648,40.482
7.656,40.678
7.664,40.874
7.672,41.069
7.68,41.265
7.688,41.46
7.696,41.46
7.704,41.656
7.712,41.656
7.72,41.656
7.728,41.851
7.736,41.851
7.744,41.851
7.752,41.851
7.76,41.851
7.768,41.656
7.776,41.46
7.784,41.46
7.792,41.265
7.8,41.069
7.808,41.069
7.816,40.874
7.824,40.482
7.832,40.287
7.84,40.091
7.848,39.7
7.856,39.505
7.864,39.113
7.872,38.722
7.88,38.331
7.888,37.744
7.896,37.549
7.904,37.158
7.912,36.962
7.92,36.767
7.928,36.571
7.936,36.571
7.944,36.962
7.952,38.136
7.96,40.287
7.968,43.612
7.976,48.11
7.984,53.194
7.992,58.475
8,63.364
8.008,67.666
8.016,71.382
8.024,73.924
8.032,75.88
8.04,76.662
8.048,77.054
8.056,76.662
8.064,75.88
8.072,74.707
8.08,73.338
8.088,71.773
8.096,69.818
8.104,67.862
8.112,65.906
8.12,63.559
8.128,61.213
8.136,58.866
8.144,56.519
8.152,54.172
8.16,51.825
8.168,49.674
8.176,47.914
8.184,46.154
8.192,44.98
8.2,43.807
8.208,43.025
8.216,42.438
8.224,42.047
8.232,41.851
8.24,41.851
8.248,41.851
8.256,42.047
8.264,42.243
8.272,42.438
8.28,42.634
8.288,42.829
8.296,43.025
8.304,43.22
8.312,43.416
8.32,43.416
8.328,43.416
8.336,43.416
8.344,43.416
8.352,43.416
8.36,43.22
8.368,43.22
8.376,43.025
8.384,43.025
8.392,42.829
8.4,42.829
8.408,42.634
8.416,42.438
8.424,42.243
8.432,42.243
8.44,42.047
8.448,41.851
8.456,41.656
8.464,41.656
8.472,41.46
8.48,41.265
8.488,41.069
8.496,40.678
8.504,40.482
8.512,40.091
8.52,39.7
8.528,39.505
8.536,39.113
8.544,38.722
8.552,38.527
8.56,38.136
8.568,37.94
8.576,38.136
8.584,38.722
8.592,40.287
8.6,43.025
8.608,46.936
8.616,52.021
8.624,57.692
8.632,63.168
8.64,68.057
8.648,72.36
8.656,75.489
8.664,77.836
8.672,79.205
8.68,79.791
8.688,79.791
8.696,79.4
8.704,78.618
8.712,77.64
8.72,76.467
8.728,74.902
8.736,73.338
8.744,71.382
8.752,69.231
8.76,67.08
8.768,64.733
8.776,62.386
8.784,59.844
8.792,57.497
8.8,55.15
8.808,52.803
8.816,50.847
8.824,48.892
8.832,47.327
8.84,45.958
8.848,44.785
8.856,43.807
8.864,43.22
8.872,42.634
8.88,42.243
8.888,42.047
8.896,42.047
8.904,42.047
8.912,42.047
8.92,42.243
8.928,42.438
8.936,42.634
8.944,42.829
8.952,43.025
8.96,43.025
8.968,43.22
8.976,43.22
8.984,43.416
8.992,43.416
9,43.416
9.008,43.416
9.016,43.416
9.024,43.612
9.032,43.612
9.04,43.416
9.048,43.416
9.056,43.416
9.064,43.22
9.072,43.025
9.08,43.025
9.088,42.829
9.096,42.634
9.104,42.438
9.112,42.047
9.12,41.851
9.128,41.46
9.136,41.265
9.144,40.874
9.152,40.482
9.16,40.091
9.168,39.7
9.176,39.505
9.184,39.113
9.192,38.722
9.2,38.527
9.208,38.331
9.216,38.331
9.224,38.918
9.232,40.287
9.24,43.025
9.248,46.936
9.256,51.825
9.264,57.106
9.272,62.582
9.28,67.471
9.288,71.773
9.296,74.902
9.304,77.054
9.312,78.422
9.32,79.009
9.328,79.009
9.336,78.618
9.344,77.836
9.352,76.662
9.36,75.489
9.368,73.924
9.376,72.164
9.384,70.404
9.392,68.253
9.4,65.906
9.408,63.559
9.416,61.213
9.424,58.67
9.432,56.323
9.44,53.977
9.448,51.825
9.456,49.87
9.464,48.11
9.472,46.545
9.48,45.176
9.488,44.198
9.496,43.22
9.504,42.634
9.512,42.243
9.52,41.851
9.528,41.656
9.536,41.656
9.544,41.656
9.552,41.656
9.56,41.851
9.568,42.047
9.576,42.243
9.584,42.438
9.592,42.634
9.6,42.829
9.608,43.025
9.616,43.025
9.624,43.22
9.632,43.22
9.64,43.22
9.648,43.416
9.656,43.416
9.664,43.416
9.672,43.416
9.68,43.416
9.688,43.22
9.696,43.025
9.704,43.025
9.712,42.829
9.72,42.634
9.728,42.438
9.736,42.243
9.744,41.851
9.752,41.656
9.76,41.265
9.768,41.069
9.776,40.678
9.784,40.287
9.792,39.896
9.8,39.505
9.808,39.113
9.816,38.722
9.824,38.331
9.832,37.94
9.84,37.744
9.848,37.549
9.856,37.353
9.864,37.744
9.872,38.918
9.88,41.069
9.888,44.589
9.896,49.087
9.904,54.172
9.912,59.452
9.92,64.537
9.928,68.84
9.936,72.164
9.944,74.707
9.952,76.467
9.96,77.249
9.968,77.445
9.976,77.054
9.984,76.467
9.992,75.489
10,74.316
10.008,72.751
10.016,70.991
10.024,69.035
10.032,66.884
10.04,64.733
10.048,62.19
10.056,59.844
10.064,57.301
10.072,54.759
10.08,52.412
10.088,50.065
10.096,48.11
10.104,46.154
10.112,44.589
10.12,43.22
10.128,42.047
10.136,41.265
10.144,40.678
10.152,40.091
10.16,39.896
10.168,39.7
10.176,39.7
10.184,39.896
10.192,40.091
10.2,40.287
10.208,40.482
10.216,40.678
10.224,41.069
10.232,41.265
10.24,41.46
10.248,41.656
10.256,41.851
10.264,42.047
10.272,42.047
10.28,42.243
10.288,42.243
10.296,42.438
10.304,42.438
10.312,42.438
10.32,42.243
10.328,42.243
10.336,42.047
10.344,42.047
10.352,41.851
10.36,41.656
10.368,41.46
10.376,41.265
10.384,41.069
10.392,40.874
10.4,40.482
10.408,40.091
10.416,39.7
10.424,39.309
10.432,38.918
10.44,38.527
10.448,38.136
10.456,37.744
10.464,37.549
10.472,37.158
10.48,36.962
10.488,36.767
10.496,36.767
10.504,36.962
10.512,37.94
10.52,39.896
10.528,43.025
10.536,47.327
10.544,52.216
10.552,57.497
10.56,62.386
10.568,66.884
10.576,70.795
10.584,73.729
10.592,75.88
10.6,77.054
10.608,77.64
10.616,77.445
10.624,76.662
10.632,75.685
10.64,74.316
10.648,72.751
10.656,70.991
10.664,69.035
10.672,67.08
10.68,64.733
10.688,62.386
10.696,59.844
10.704,57.497
10.712,55.15
10.72,52.803
10.728,50.652
10.736,48.696
10.744,46.936
10.752,45.567
10.76,44.394
10.768,43.612
10.776,43.025
10.784,42.438
10.792,42.243
10.8,42.047
10.808,42.047
10.816,42.243
10.824,42.243
10.832,42.438
10.84,42.634
10.848,42.829
10.856,43.025
10.864,43.22
10.872,43.416
10.88,43.416
10.888,43.612
10.896,43.612
10.904,43.612
10.912,43.416
10.92,43.416
10.928,43.416
10.936,43.22
10.944,43.22
10.952,43.025
10.96,43.025
10.968,43.025
10.976,42.829
10.984,42.634
10.992,42.634
11,42.438
11.008,42.243
11.016,42.047
11.024,42.047
11.032,41.851
11.04,41.46
11.048,41.265
11.056,41.069
11.064,40.678
11.072,40.287
11.08,39.896
11.088,39.7
11.096,39.309
11.104,38.918
11.112,38.722
11.12,38.331
11.128,38.331
11.136,38.331
11.144,39.113
11.152,40.874
11.16,44.003
11.168,48.305
11.176,53.585
11.184,59.257
11.192,64.537
11.2,69.426
11.208,73.533
11.216,76.467
11.224,78.422
11.232,79.596
11.24,79.987
11.248,79.987
11.256,79.4
11.264,78.618
11.272,77.445
11.28,76.076
11.288,74.511
11.296,72.751
11.304,70.6
11.312,68.644
11.32,66.297
11.328,63.95
11.336,61.408
11.344,58.866
11.352,56.519
11.36,54.172
11.368,52.021
11.376,50.065
11.384,48.305
11.392,46.741
11.4,45.567
11.408,44.589
11.416,43.612
11.424,43.025
11.432,42.634
11.44,42.438
11.448,42.243
11.456,42.243
11.464,42.243
11.472,42.243
11.48,42.438
11.488,42.634
11.496,43.025
11.504,43.025
11.512,43.416
11.52,43.416
11.528,43.612
11.536,43.807
11.544,43.807
11.552,43.807
11.56,43.807
11.568,44.003
11.576,44.003
11.584,44.003
11.592,44.003
11.6,44.003
11.608,43.807
11.616,43.807
11.624,43.612
11.632,43.416
11.64,43.22
11.648,43.025
11.656,42.829
11.664,42.634
11.672,42.243
11.68,41.851
11.688,41.656
11.696,41.265
11.704,40.874
11.712,40.482
11.72,40.091
11.728,39.7
11.736,39.309
11.744,38.918
11.752,38.722
11.76,38.527
11.768,38.527
11.776,38.918
11.784,40.091
11.792,42.243
11.8,45.958
11.808,50.652
11.816,55.932
11.824,61.408
11.832,66.297
11.84,70.795
11.848,74.316
11.856,76.662
11.864,78.227
11.872,79.009
11.88,79.205
11.888,78.814
11.896,78.227
11.904,77.054
11.912,75.88
11.92,74.316
11.928,72.751
11.936,70.795
11.944,68.644
11.952,66.493
11.96,64.146
11.968,61.604
11.976,59.061
11.984,56.715
11.992,54.368
12,52.216
12.008,50.065
12.016,48.305
12.024,46.741
12.032,45.372
12.04,44.394
12.048,43.416
12.056,42.829
12.064,42.243
12.072,41.851
12.08,41.851
12.088,41.656
12.096,41.656
12.104,41.851
12.112,42.047
12.12,42.243
12.128,42.438
12.136,42.634
12.144,43.025
12.152,43.025
12.16,43.22
12.168,43.416
12.176,43.416
12.184,43.612
12.192,43.612
12.2,43.612
12.208,43.612
12.216,43.807
12.224,43.807
12.232,43.807
12.24,43.612
12.248,43.416
12.256,43.416
12.264,43.22
12.272,43.025
12.28,42.829
12.288,42.634
12.296,42.243
12.304,42.047
12.312,41.656
12.32,41.265
12.328,40.874
12.336,40.482
12.344,40.091
12.352,39.7
12.36,39.309
12.368,38.918
12.376,38.722
12.384,38.331
12.392,38.136
12.4,37.94
12.408,38.136
12.416,38.527
12.424,40.091
12.432,42.634
12.44,46.349
12.448,51.239
12.456,56.519
12.464,61.799
12.472,66.688
12.48,70.795
12.488,73.924
12.496,76.271
12.504,77.64
12.512,78.227
12.52,78.227
12.528,77.836
12.536,77.054
12.544,76.076
12.552,74.707
12.56,73.142
12.568,71.382
12.576,69.231
12.584,67.08
12.592,64.733
12.6,62.386
12.608,59.844
12.616,57.497
12.624,55.15
12.632,52.803
12.64,50.652
12.648,48.696
12.656,46.936
12.664,45.567
12.672,44.198
12.68,43.22
12.688,42.634
12.696,42.047
12.704,41.656
12.712,41.46
12.72,41.265
12.728,41.265
12.736,41.265
12.744,41.46
12.752,41.46
12.76,41.851
12.768,42.047
12.776,42.243
12.784,42.438
12.792,42.634
12.8,42.829
12.808,42.829
12.816,43.025
12.824,43.025
12.832,43.025
12.84,43.025
12.848,43.025
12.856,43.025
12.864,43.025
12.872,43.025
12.88,42.829
12.888,42.634
12.896,42.438
12.904,42.243
12.912,42.047
12.92,41.656
12.928,41.46
12.936,41.069
12.944,40.678
12.952,40.482
12.96,40.091
12.968,39.7
12.976,39.309
12.984,38.722
12.992,38.331
13,37.94
13.008,37.549
13.016,37.158
13.024,36.962
13.032,36.767
13.04,36.767
13.048,36.962
13.056,37.549
13.064,38.918
13.072,41.656
13.08,45.372
13.088,50.261
13.096,55.346
13.104,60.235
13.112,64.928
13.12,68.84
13.128,71.969
13.136,74.12
13.144,75.685
13.152,76.271
13.16,76.467
13.168,76.076
13.176,75.293
13.184,74.12
13.192,72.751
13.2,70.991
13.208,69.231
13.216,67.08
13.224,64.733
13.232,62.386
13.24,59.844
13.248,57.301
13.256,54.954
13.264,52.412
13.272,50.261
13.28,48.11
13.288,46.154
13.296,44.394
13.304,43.025
13.312,41.851
13.32,41.069
13.328,40.287
13.336,39.896
13.344,39.7
13.352,39.505
13.36,39.505
13.368,39.7
13.376,39.896
13.384,40.091
13.392,40.482
13.4,40.678
13.408,41.069
13.416,41.265
13.424,41.46
13.432,41.656
13.44,41.851
13.448,41.851
13.456,42.047
13.464,42.047
13.472,42.047
13.48,42.243
13.488,42.243
13.496,42.243
13.504,42.047
13.512,42.047
13.52,41.851
13.528,41.656
13.536,41.656
13.544,41.46
13.552,41.265
13.56,41.069
13.568,40.874
13.576,40.678
13.584,40.482
13.592,40.091
13.6,39.7
13.608,39.309
13.616,38.918
13.624,38.527
13.632,38.331
13.64,37.94
13.648,37.549
13.656,37.353
13.664,37.158
13.672,36.962
13.68,37.158
13.688,37.744
13.696,39.113
13.704,41.46
13.712,44.98
13.72,49.674
13.728,54.954
13.736,60.43
13.744,65.711
13.752,70.404
13.76,74.12
13.768,77.054
13.776,79.009
13.784,80.183
13.792,80.378
13.8,80.183
13.808,79.4
13.816,78.227
13.824,76.858
13.832,75.098
13.84,73.338
13.848,71.186
13.856,69.035
13.864,66.688
13.872,64.146
13.88,61.604
13.888,59.061
13.896,56.715
13.904,54.172
13.912,52.021
13.92,49.87
13.928,48.11
13.936,46.349
13.944,45.176
13.952,44.003
13.96,43.22
13.968,42.634
13.976,42.243
13.984,42.047
13.992,41.851
14,41.851
