Time [s], ABP
2.016,90.352
2.024,90.939
2.032,91.134
2.04,91.134
2.048,90.743
2.056,90.352
2.064,89.765
2.072,89.179
2.08,88.396
2.088,87.614
2.096,86.636
2.104,85.463
2.112,84.289
2.12,83.312
2.128,82.138
2.136,81.16
2.144,79.987
2.152,79.205
2.16,78.227
2.168,77.445
2.176,76.858
2.184,76.271
2.192,75.685
2.2,75.098
2.208,74.707
2.216,74.316
2.224,73.924
2.232,73.729
2.24,73.533
2.248,73.533
2.256,73.338
2.264,73.338
2.272,73.142
2.28,72.947
2.288,72.751
2.296,72.36
2.304,72.164
2.312,71.773
2.32,71.382
2.328,71.186
2.336,70.795
2.344,70.404
2.352,70.013
2.36,69.818
2.368,69.622
2.376,70.013
2.384,71.969
2.392,76.271
2.4,83.898
2.408,95.241
2.416,109.71
2.424,126.14
2.432,142.57
2.44,156.84
2.448,166.82
2.456,171.32
2.464,170.73
2.472,166.23
2.48,159.39
2.488,152.15
2.496,145.89
2.504,141.2
2.512,138.27
2.52,136.51
2.528,135.72
2.536,135.33
2.544,134.94
2.552,134.55
2.56,133.96
2.568,133.18
2.576,132.59
2.584,132.2
2.592,131.81
2.6,131.62
2.608,131.42
2.616,130.83
2.624,129.86
2.632,128.68
2.64,126.92
2.648,124.58
2.656,122.03
2.664,118.9
2.672,115.38
2.68,111.28
2.688,106.78
2.696,101.89
2.704,97.197
2.712,92.894
2.72,89.374
2.728,86.832
2.736,85.463
2.744,85.072
2.752,85.658
2.76,86.636
2.768,88.005
2.776,89.374
2.784,90.352
2.792,91.134
2.8,91.33
2.808,91.134
2.816,90.939
2.824,90.352
2.832,89.765
2.84,88.983
2.848,88.396
2.856,87.614
2.864,86.636
2.872,85.658
2.88,84.681
2.888,83.507
2.896,82.529
2.904,81.356
2.912,80.574
2.92,79.791
2.928,79.009
2.936,78.227
2.944,77.64
2.952,77.054
2.96,76.467
2.968,75.88
2.976,75.293
2.984,74.902
2.992,74.316
3,73.924
3.008,73.533
3.016,73.338
3.024,73.142
3.032,72.751
3.04,72.555
3.048,72.164
3.056,71.969
3.064,71.382
3.072,70.991
3.08,70.795
3.088,70.6
3.096,70.209
3.104,70.013
3.112,69.818
3.12,69.426
3.128,69.035
3.136,68.84
3.144,68.644
3.152,69.231
3.16,71.186
3.168,75.489
3.176,83.312
3.184,94.655
3.192,108.93
3.2,125.16
3.208,141.4
3.216,155.28
3.224,165.25
3.232,170.14
3.24,169.95
3.248,165.84
3.256,159.39
3.264,152.35
3.272,146.09
3.28,141.2
3.288,138.07
3.296,136.31
3.304,135.53
3.312,134.94
3.32,134.55
3.328,133.77
3.336,132.99
3.344,132.01
3.352,131.42
3.36,130.83
3.368,130.64
3.376,130.64
3.384,130.44
3.392,130.25
3.4,129.47
3.408,128.49
3.416,126.73
3.424,124.58
3.432,121.84
3.44,118.71
3.448,114.8
3.456,110.69
3.464,105.8
3.472,100.91
3.48,96.024
3.488,91.721
3.496,88.005
3.504,85.658
3.512,84.289
3.52,84.094
3.528,84.681
3.536,85.854
3.544,87.223
3.552,88.592
3.56,89.765
3.568,90.352
3.576,90.743
3.584,90.743
3.592,90.352
3.6,89.961
3.608,89.57
3.616,88.983
3.624,88.396
3.632,87.81
3.64,87.027
3.648,86.05
3.656,84.876
3.664,83.898
3.672,82.725
3.68,81.552
3.688,80.378
3.696,79.4
3.704,78.618
3.712,77.836
3.72,77.054
3.728,76.467
3.736,75.88
3.744,75.293
3.752,74.902
3.76,74.511
3.768,73.924
3.776,73.533
3.784,73.338
3.792,72.947
3.8,72.751
3.808,72.555
3.816,72.164
3.824,71.969
3.832,71.578
3.84,71.186
3.848,70.795
3.856,70.6
3.864,70.404
3.872,70.209
3.88,70.013
3.888,69.818
3.896,69.426
3.904,69.035
3.912,68.84
3.92,68.644
3.928,69.426
3.936,71.578
3.944,76.467
3.952,84.681
3.96,96.219
3.968,110.69
3.976,126.73
3.984,142.18
3.992,155.28
4,164.08
4.008,168.19
4.016,167.41
4.024,163.1
4.032,156.84
4.04,150.39
4.048,144.72
4.056,140.42
4.064,137.87
4.072,136.31
4.08,135.72
4.088,135.33
4.096,134.75
4.104,134.16
4.112,133.18
4.12,132.4
4.128,131.62
4.136,131.23
4.144,130.83
4.152,130.64
4.16,130.25
4.168,129.86
4.176,128.88
4.184,127.51
4.192,125.55
4.2,123.21
4.208,120.27
4.216,116.95
4.224,113.23
4.232,108.93
4.24,104.43
4.248,99.739
4.256,95.046
4.264,90.939
4.272,87.614
4.28,85.463
4.288,84.289
4.296,84.289
4.304,85.072
4.312,86.245
4.32,87.614
4.328,88.983
4.336,89.961
4.344,90.352
4.352,90.548
4.36,90.352
4.368,90.157
4.376,89.765
4.384,89.179
4.392,88.592
4.4,88.005
4.408,87.419
4.416,86.441
4.424,85.463
4.432,84.485
4.44,83.312
4.448,82.138
4.456,81.16
4.464,79.987
4.472,79.009
4.48,78.227
4.488,77.445
4.496,76.858
4.504,76.271
4.512,75.685
4.52,75.098
4.528,74.511
4.536,74.12
4.544,73.729
4.552,73.338
4.56,73.142
4.568,72.751
4.576,72.555
4.584,72.36
4.592,71.969
4.6,71.773
4.608,71.186
4.616,70.795
4.624,70.6
4.632,70.404
4.64,70.013
4.648,70.013
4.656,69.818
4.664,69.622
4.672,69.231
4.68,69.035
4.688,68.644
4.696,68.644
4.704,69.426
4.712,72.164
4.72,77.249
4.728,85.854
4.736,97.979
4.744,112.65
4.752,128.68
4.76,143.94
4.768,156.65
4.776,164.86
4.784,168.38
4.792,167.21
4.8,162.71
4.808,156.26
4.816,149.8
4.824,144.33
4.832,140.22
4.84,137.68
4.848,136.31
4.856,135.72
4.864,135.33
4.872,134.94
4.88,134.35
4.888,133.57
4.896,132.79
4.904,132.01
4.912,131.42
4.92,130.83
4.928,130.44
4.936,129.86
4.944,129.27
4.952,128.29
4.96,127.12
4.968,125.16
4.976,123.01
4.984,120.27
4.992,116.95
5,113.04
5.008,108.74
5.016,104.04
5.024,99.348
5.032,94.655
5.04,90.548
5.048,87.419
5.056,85.463
5.064,84.485
5.072,84.681
5.08,85.463
5.088,86.832
5.096,88.396
5.104,89.57
5.112,90.548
5.12,91.134
5.128,91.33
5.136,91.134
5.144,90.743
5.152,90.157
5.16,89.57
5.168,88.983
5.176,88.201
5.184,87.419
5.192,86.441
5.2,85.463
5.208,84.289
5.216,83.116
5.224,82.138
5.232,80.965
5.24,79.987
5.248,79.205
5.256,78.422
5.264,77.64
5.272,77.054
5.28,76.662
5.288,76.076
5.296,75.489
5.304,75.098
5.312,74.707
5.32,74.316
5.328,73.924
5.336,73.729
5.344,73.533
5.352,73.533
5.36,73.533
5.368,73.338
5.376,73.142
5.384,72.947
5.392,72.555
5.4,72.36
5.408,71.969
5.416,71.578
5.424,71.186
5.432,70.991
5.44,70.6
5.448,70.404
5.456,69.818
5.464,69.231
5.472,69.035
5.48,69.231
5.488,70.991
5.496,75.098
5.504,82.334
5.512,93.286
5.52,107.37
5.528,123.6
5.536,140.03
5.544,154.5
5.552,165.06
5.56,170.53
5.568,170.93
5.576,167.01
5.584,160.76
5.592,153.52
5.6,146.87
5.608,141.98
5.616,138.85
5.624,137.09
5.632,136.51
5.64,136.31
5.648,135.92
5.656,135.14
5.664,134.16
5.672,132.99
5.68,131.81
5.688,131.03
5.696,130.44
5.704,130.25
5.712,130.25
5.72,130.05
5.728,129.66
5.736,128.68
5.744,126.92
5.752,124.77
5.76,122.03
5.768,118.71
5.776,114.99
5.784,111.08
5.792,106.58
5.8,101.89
5.808,97.001
5.816,92.503
5.824,88.788
5.832,85.854
5.84,84.289
5.848,83.703
5.856,84.094
5.864,85.267
5.872,86.636
5.88,88.201
5.888,89.57
5.896,90.352
5.904,90.743
5.912,90.939
5.92,90.548
5.928,90.157
5.936,89.765
5.944,88.983
5.952,88.396
5.96,87.614
5.968,86.832
5.976,85.854
5.984,84.876
5.992,83.898
6,82.725
6.008,81.552
6.016,80.574
6.024,79.596
6.032,78.618
6.04,77.836
6.048,77.249
6.056,76.467
6.064,75.88
6.072,75.293
6.08,74.707
6.088,74.12
6.096,73.729
6.104,73.338
6.112,73.142
6.12,72.751
6.128,72.555
6.136,72.36
6.144,72.164
6.152,71.969
6.16,71.773
6.168,71.382
6.176,71.186
6.184,70.795
6.192,70.6
6.2,70.404
6.208,70.013
6.216,69.818
6.224,69.426
6.232,69.231
6.24,68.84
6.248,68.644
6.256,68.84
6.264,70.013
6.272,73.338
6.28,79.596
6.288,89.374
6.296,102.67
6.304,118.32
6.312,134.55
6.32,149.41
6.328,160.76
6.336,167.41
6.344,168.97
6.352,166.23
6.36,160.76
6.368,153.91
6.376,147.26
6.384,141.98
6.392,138.27
6.4,136.11
6.408,134.94
6.416,134.35
6.424,133.96
6.432,133.38
6.44,132.79
6.448,132.01
6.456,131.42
6.464,130.83
6.472,130.64
6.48,130.44
6.488,130.05
6.496,129.66
6.504,128.88
6.512,127.71
6.52,125.95
6.528,123.79
6.536,121.25
6.544,118.12
6.552,114.8
6.56,110.89
6.568,106.39
6.576,101.89
6.584,97.197
6.592,92.699
6.6,88.983
6.608,86.05
6.616,84.485
6.624,84.094
6.632,84.289
6.64,85.463
6.648,86.636
6.656,88.005
6.664,88.983
6.672,89.765
6.68,90.157
6.688,90.157
6.696,89.765
6.704,89.374
6.712,88.983
6.72,88.592
6.728,88.201
6.736,87.614
6.744,86.832
6.752,86.05
6.76,84.876
6.768,83.898
6.776,82.725
6.784,81.552
6.792,80.574
6.8,79.596
6.808,78.618
6.816,77.836
6.824,77.054
6.832,76.467
6.84,75.685
6.848,75.098
6.856,74.707
6.864,74.12
6.872,73.533
6.88,73.338
6.888,72.947
6.896,72.555
6.904,72.36
6.912,72.164
6.92,71.969
6.928,71.578
6.936,71.186
6.944,70.795
6.952,70.6
6.96,70.209
6.968,70.013
6.976,69.818
6.984,69.818
6.992,69.622
7,69.426
7.008,69.035
7.016,68.644
7.024,68.253
7.032,68.253
7.04,69.231
7.048,71.969
7.056,77.445
7.064,86.441
7.072,98.761
7.08,113.62
7.088,129.66
7.096,144.72
7.104,156.84
7.112,164.47
7.12,167.41
7.128,165.84
7.136,161.15
7.144,154.89
7.152,148.63
7.16,143.55
7.168,139.64
7.176,137.48
7.184,136.31
7.192,135.72
7.2,135.14
7.208,134.55
7.216,133.57
7.224,132.59
7.232,131.62
7.24,130.64
7.248,130.05
7.256,129.66
7.264,129.27
7.272,128.88
7.28,128.29
7.288,127.31
7.296,125.95
7.304,123.99
7.312,121.64
7.32,118.9
7.328,115.58
7.336,111.67
7.344,107.37
7.352,102.87
7.36,98.175
7.368,93.677
7.376,89.765
7.384,86.636
7.392,84.681
7.4,83.898
7.408,84.094
7.416,84.876
7.424,86.245
7.432,87.614
7.44,88.788
7.448,89.765
7.456,90.157
7.464,90.352
7.472,89.961
7.48,89.765
7.488,89.179
7.496,88.788
7.504,88.201
7.512,87.614
7.52,86.832
7.528,86.05
7.536,84.876
7.544,83.898
7.552,82.725
7.56,81.552
7.568,80.378
7.576,79.4
7.584,78.422
7.592,77.64
7.6,77.054
7.608,76.467
7.616,75.685
7.624,75.098
7.632,74.511
7.64,73.924
7.648,73.533
7.656,73.142
7.664,72.751
7.672,72.555
7.68,72.36
7.688,72.164
7.696,71.969
7.704,71.773
7.712,71.382
7.72,70.991
7.728,70.795
7.736,70.404
7.744,70.209
7.752,70.013
7.76,69.818
7.768,69.622
7.776,69.426
7.784,69.231
7.792,68.84
7.8,68.449
7.808,68.253
7.816,68.84
7.824,70.6
7.832,75.098
7.84,82.725
7.848,94.068
7.856,108.34
7.864,124.38
7.872,140.42
7.88,154.11
7.888,163.69
7.896,168.38
7.904,168.38
7.912,164.28
7.92,158.21
7.928,151.56
7.936,145.7
7.944,141.4
7.952,138.66
7.96,137.29
7.968,136.7
7.976,136.31
7.984,135.72
7.992,134.75
8,133.57
8.008,132.2
8.016,130.83
8.024,129.66
8.032,129.07
8.04,128.68
8.048,128.29
8.056,127.9
8.064,127.31
8.072,126.14
8.08,124.77
8.088,122.62
8.096,120.08
8.104,117.14
8.112,113.62
8.12,109.52
8.128,105.02
8.136,100.33
8.144,95.632
8.152,91.525
8.16,88.201
8.168,85.854
8.176,84.681
8.184,84.681
8.192,85.267
8.2,86.636
8.208,88.005
8.216,89.179
8.224,90.352
8.232,90.939
8.24,91.33
8.248,91.134
8.256,90.939
8.264,90.548
8.272,89.961
8.28,89.374
8.288,88.592
8.296,87.614
8.304,86.832
8.312,85.658
8.32,84.681
8.328,83.507
8.336,82.334
8.344,81.356
8.352,80.378
8.36,79.4
8.368,78.618
8.376,78.031
8.384,77.249
8.392,76.662
8.4,76.271
8.408,75.685
8.416,75.098
8.424,74.707
8.432,74.316
8.44,74.12
8.448,73.924
8.456,73.729
8.464,73.533
8.472,73.338
8.48,73.142
8.488,72.947
8.496,72.751
8.504,72.36
8.512,72.164
8.52,71.578
8.528,70.991
8.536,70.6
8.544,70.013
8.552,69.622
8.56,69.035
8.568,68.84
8.576,68.449
8.584,68.449
8.592,69.035
8.6,71.382
8.608,75.88
8.616,83.898
8.624,95.437
8.632,110.3
8.64,126.73
8.648,143.16
8.656,157.04
8.664,166.82
8.672,171.12
8.68,170.34
8.688,165.65
8.696,158.8
8.704,151.56
8.712,145.31
8.72,140.81
8.728,138.07
8.736,136.9
8.744,136.31
8.752,136.31
8.76,135.92
8.768,135.14
8.776,134.16
8.784,132.99
8.792,131.81
8.8,131.03
8.808,130.44
8.816,130.05
8.824,129.86
8.832,129.47
8.84,128.68
8.848,127.71
8.856,125.95
8.864,123.79
8.872,121.06
8.88,117.93
8.888,114.21
8.896,110.3
8.904,105.8
8.912,101.11
8.92,96.415
8.928,92.112
8.936,88.788
8.944,86.05
8.952,84.681
8.96,84.289
8.968,84.876
8.976,85.854
8.984,87.223
8.992,88.396
9,89.374
9.008,90.157
9.016,90.548
9.024,90.548
9.032,90.157
9.04,89.765
9.048,89.179
9.056,88.788
9.064,88.005
9.072,87.419
9.08,86.636
9.088,85.658
9.096,84.681
9.104,83.703
9.112,82.529
9.12,81.552
9.128,80.378
9.136,79.596
9.144,78.618
9.152,78.031
9.16,77.249
9.168,76.662
9.176,76.076
9.184,75.489
9.192,74.902
9.2,74.316
9.208,73.924
9.216,73.533
9.224,73.338
9.232,72.947
9.24,72.751
9.248,72.555
9.256,72.164
9.264,71.969
9.272,71.773
9.28,71.382
9.288,70.991
9.296,70.6
9.304,70.404
9.312,70.209
9.32,70.013
9.328,69.818
9.336,69.426
9.344,69.035
9.352,68.644
9.36,68.253
9.368,68.253
9.376,69.231
9.384,71.969
9.392,77.64
9.4,86.441
9.408,98.957
9.416,114.02
9.424,130.25
9.432,145.5
9.44,158.02
9.448,165.84
9.456,168.58
9.464,167.01
9.472,161.93
9.48,155.48
9.488,148.63
9.496,143.16
9.504,139.05
9.512,136.51
9.52,134.94
9.528,134.16
9.536,133.57
9.544,132.79
9.552,132.01
9.56,131.42
9.568,130.64
9.576,130.05
9.584,129.86
9.592,129.66
9.6,129.66
9.608,129.47
9.616,128.88
9.624,127.9
9.632,126.53
9.64,124.38
9.648,122.03
9.656,119.3
9.664,115.97
9.672,112.26
9.68,107.95
9.688,103.26
9.696,98.37
9.704,93.677
9.712,89.765
9.72,86.636
9.728,84.681
9.736,83.703
9.744,84.094
9.752,84.876
9.76,86.245
9.768,87.81
9.776,88.983
9.784,89.961
9.792,90.352
9.8,90.548
9.808,90.352
9.816,89.765
9.824,89.374
9.832,88.788
9.84,88.201
9.848,87.419
9.856,86.636
9.864,85.854
9.872,84.681
9.88,83.703
9.888,82.529
9.896,81.356
9.904,80.378
9.912,79.4
9.92,78.422
9.928,77.64
9.936,76.858
9.944,76.271
9.952,75.685
9.96,75.098
9.968,74.707
9.976,74.12
9.984,73.729
9.992,73.338
10,72.947
10.008,72.751
10.016,72.36
10.024,72.164
10.032,71.969
10.04,71.578
10.048,71.382
10.056,70.991
10.064,70.6
10.072,70.404
10.08,70.013
10.088,69.818
10.096,69.622
10.104,69.622
10.112,69.426
10.12,69.035
10.128,68.644
10.136,68.253
10.144,67.862
10.152,68.253
10.16,69.818
10.168,73.729
10.176,80.574
10.184,90.939
10.192,104.43
10.2,119.88
10.208,135.72
10.216,149.8
10.224,160.37
10.232,166.23
10.24,167.21
10.248,164.28
10.256,159
10.264,152.54
10.272,146.68
10.28,141.98
10.288,138.85
10.296,136.9
10.304,135.92
10.312,135.14
10.32,134.75
10.328,133.77
10.336,132.99
10.344,131.81
10.352,130.83
10.36,130.05
10.368,129.66
10.376,129.47
10.384,129.07
10.392,128.68
10.4,128.1
10.408,126.92
10.416,125.36
10.424,123.21
10.432,120.47
10.44,117.54
10.448,114.02
10.456,110.1
10.464,105.8
10.472,101.3
10.48,96.61
10.488,92.503
10.496,88.983
10.504,86.441
10.512,84.876
10.52,84.485
10.528,84.876
10.536,85.854
10.544,87.027
10.552,88.201
10.56,89.179
10.568,89.765
10.576,90.157
10.584,89.961
10.592,89.765
10.6,89.374
10.608,88.983
10.616,88.396
10.624,87.81
10.632,87.223
10.64,86.441
10.648,85.658
10.656,84.681
10.664,83.507
10.672,82.529
10.68,81.356
10.688,80.378
10.696,79.4
10.704,78.618
10.712,77.836
10.72,77.054
10.728,76.467
10.736,75.88
10.744,75.293
10.752,74.707
10.76,74.12
10.768,73.729
10.776,73.338
10.784,72.947
10.792,72.555
10.8,72.164
10.808,71.969
10.816,71.773
10.824,71.382
10.832,70.991
10.84,70.795
10.848,70.6
10.856,70.404
10.864,70.209
10.872,70.209
10.88,70.013
10.888,69.818
10.896,69.622
10.904,69.231
10.912,68.84
10.92,68.449
10.928,68.84
10.936,70.404
10.944,74.511
10.952,81.943
10.96,92.699
10.968,106.98
10.976,123.01
10.984,139.24
10.992,153.52
11,163.69
11.008,169.17
11.016,169.56
11.024,165.84
11.032,159.58
11.04,152.54
11.048,146.09
11.056,141
11.064,137.68
11.072,135.72
11.08,134.75
11.088,134.35
11.096,134.16
11.104,133.77
11.112,133.18
11.12,132.4
11.128,131.62
11.136,131.03
11.144,130.44
11.152,130.05
11.16,129.66
11.168,128.88
11.176,128.1
11.184,126.92
11.192,125.16
11.2,123.21
11.208,120.47
11.216,117.54
11.224,114.02
11.232,110.1
11.24,105.61
11.248,100.91
11.256,96.024
11.264,91.721
11.272,88.005
11.28,85.463
11.288,84.094
11.296,83.898
11.304,84.681
11.312,86.05
11.32,87.614
11.328,89.179
11.336,90.548
11.344,91.33
11.352,91.721
11.36,91.721
11.368,91.33
11.376,90.743
11.384,90.157
11.392,89.374
11.4,88.788
11.408,87.81
11.416,87.027
11.424,85.854
11.432,84.876
11.44,83.703
11.448,82.529
11.456,81.356
11.464,80.183
11.472,79.205
11.48,78.227
11.488,77.64
11.496,77.054
11.504,76.467
11.512,75.88
11.52,75.293
11.528,74.511
11.536,73.924
11.544,73.338
11.552,72.947
11.56,72.751
11.568,72.751
11.576,72.751
11.584,72.751
11.592,72.555
11.6,72.555
11.608,72.164
11.616,71.969
11.624,71.578
11.632,70.991
11.64,70.6
11.648,70.404
11.656,70.013
11.664,69.818
11.672,69.426
11.68,69.035
11.688,68.644
11.696,68.253
11.704,68.644
11.712,69.818
11.72,73.533
11.728,79.987
11.736,90.352
11.744,104.04
11.752,119.88
11.76,136.51
11.768,151.56
11.776,162.71
11.784,169.17
11.792,170.14
11.8,167.01
11.808,160.95
11.816,153.91
11.824,147.46
11.832,142.37
11.84,139.05
11.848,137.09
11.856,136.11
11.864,135.72
11.872,135.53
11.88,134.94
11.888,134.16
11.896,133.18
11.904,132.2
11.912,131.42
11.92,130.64
11.928,130.25
11.936,130.05
11.944,129.66
11.952,129.07
11.96,128.1
11.968,126.73
11.976,124.77
11.984,122.23
11.992,119.3
12,115.78
12.008,111.86
12.016,107.37
12.024,102.67
12.032,97.784
12.04,93.09
12.048,88.983
12.056,86.05
12.064,84.289
12.072,83.507
12.08,83.703
12.088,84.681
12.096,86.05
12.104,87.419
12.112,88.788
12.12,89.765
12.128,90.157
12.136,90.352
12.144,90.157
12.152,89.765
12.16,89.374
12.168,88.983
12.176,88.396
12.184,87.81
12.192,87.027
12.2,86.245
12.208,85.267
12.216,84.094
12.224,82.921
12.232,81.747
12.24,80.769
12.248,79.791
12.256,78.814
12.264,78.031
12.272,77.249
12.28,76.662
12.288,75.88
12.296,75.293
12.304,74.707
12.312,74.12
12.32,73.729
12.328,73.338
12.336,72.947
12.344,72.555
12.352,72.36
12.36,72.164
12.368,71.969
12.376,71.578
12.384,71.382
12.392,70.991
12.4,70.6
12.408,70.404
12.416,70.209
12.424,70.013
12.432,69.818
12.44,69.622
12.448,69.426
12.456,69.035
12.464,68.644
12.472,68.253
12.48,68.253
12.488,69.231
12.496,72.164
12.504,77.836
12.512,87.027
12.52,99.544
12.528,114.8
12.536,130.83
12.544,145.89
12.552,158.02
12.56,165.65
12.568,168.19
12.576,166.23
12.584,161.34
12.592,154.69
12.6,148.44
12.608,142.96
12.616,139.24
12.624,137.09
12.632,135.92
12.64,135.14
12.648,134.75
12.656,134.16
12.664,133.18
12.672,132.01
12.68,131.03
12.688,130.05
12.696,129.27
12.704,128.88
12.712,128.49
12.72,128.1
12.728,127.51
12.736,126.73
12.744,125.55
12.752,123.79
12.76,121.45
12.768,118.9
12.776,115.78
12.784,111.86
12.792,107.56
12.8,102.87
12.808,97.979
12.816,93.286
12.824,89.179
12.832,86.05
12.84,84.289
12.848,83.507
12.856,83.703
12.864,84.681
12.872,86.05
12.88,87.614
12.888,88.983
12.896,89.765
12.904,90.157
12.912,90.352
12.92,90.157
12.928,89.765
12.936,89.374
12.944,88.788
12.952,88.201
12.96,87.614
12.968,86.832
12.976,85.854
12.984,84.876
12.992,83.703
13,82.725
13.008,81.356
13.016,80.378
13.024,79.4
13.032,78.422
13.04,77.64
13.048,76.858
13.056,76.271
13.064,75.685
13.072,75.098
13.08,74.511
13.088,74.12
13.096,73.533
13.104,73.142
13.112,72.751
13.12,72.555
13.128,72.164
13.136,72.164
13.144,71.773
13.152,71.578
13.16,71.186
13.168,70.991
13.176,70.6
13.184,70.209
13.192,70.013
13.2,70.013
13.208,69.818
13.216,69.622
13.224,69.426
13.232,69.035
13.24,68.644
13.248,68.449
13.256,68.253
13.264,69.035
13.272,71.578
13.28,76.858
13.288,85.463
13.296,97.588
13.304,112.26
13.312,128.1
13.32,143.16
13.328,155.67
13.336,163.69
13.344,167.01
13.352,165.84
13.36,161.54
13.368,155.28
13.376,149.02
13.384,143.55
13.392,139.64
13.4,137.09
13.408,135.72
13.416,134.75
13.424,134.35
13.432,133.57
13.44,132.99
13.448,132.01
13.456,131.23
13.464,130.44
13.472,130.05
13.48,129.66
13.488,129.47
13.496,129.27
13.504,128.68
13.512,127.51
13.52,126.14
13.528,124.19
13.536,121.84
13.544,119.1
13.552,115.97
13.56,112.26
13.568,108.15
13.576,103.65
13.584,98.957
13.592,94.459
13.6,90.548
13.608,87.419
13.616,85.267
13.624,84.289
13.632,84.289
13.64,85.072
13.648,86.245
13.656,87.419
13.664,88.592
13.672,89.57
13.68,89.961
13.688,90.157
13.696,90.157
13.704,89.765
13.712,89.374
13.72,88.983
13.728,88.592
13.736,88.005
13.744,87.223
13.752,86.441
13.76,85.463
13.768,84.289
13.776,83.312
13.784,82.138
13.792,80.965
13.8,79.987
13.808,79.009
13.816,78.227
13.824,77.445
13.832,76.662
13.84,76.076
13.848,75.489
13.856,74.902
13.864,74.511
13.872,73.924
13.88,73.533
13.888,73.338
13.896,72.947
13.904,72.555
13.912,72.36
13.92,72.164
13.928,71.969
13.936,71.578
13.944,71.382
13.952,70.991
13.96,70.795
13.968,70.6
13.976,70.6
13.984,70.404
13.992,70.209
14,70.013
14.008,69.622
