Time [s], PLETH
7.832,0.51124
7.84,0.48778
7.848,0.46823
7.856,0.44966
7.864,0.43109
7.872,0.41251
7.88,0.39394
7.888,0.37732
7.896,0.36266
7.904,0.34897
7.912,0.33822
7.92,0.32942
7.928,0.32258
7.936,0.31672
7.944,0.31281
7.952,0.31085
7.96,0.3089
7.968,0.30792
7.976,0.30694
7.984,0.30596
7.992,0.30401
8,0.30303
8.008,0.30205
8.016,0.30108
8.024,0.30108
8.032,0.3001
8.04,0.29912
8.048,0.29814
8.056,0.29814
8.064,0.29717
8.072,0.29619
8.08,0.29423
8.088,0.29326
8.096,0.2913
8.104,0.28935
8.112,0.28641
8.12,0.2825
8.128,0.27859
8.136,0.27468
8.144,0.27175
8.152,0.26882
8.16,0.26588
8.168,0.261
8.176,0.25611
8.184,0.25122
8.192,0.24633
8.2,0.24145
8.208,0.23754
8.216,0.23558
8.224,0.2346
8.232,0.23754
8.24,0.2434
8.248,0.25318
8.256,0.26588
8.264,0.28348
8.272,0.30596
8.28,0.33236
8.288,0.36266
8.296,0.39589
8.304,0.43011
8.312,0.46432
8.32,0.49756
8.328,0.52884
8.336,0.55718
8.344,0.57967
8.352,0.59726
8.36,0.61486
8.368,0.62952
8.376,0.64027
8.384,0.64712
8.392,0.65005
8.4,0.64907
8.408,0.64516
8.416,0.63636
8.424,0.62463
8.432,0.60997
8.44,0.59335
8.448,0.57674
8.456,0.56012
8.464,0.54057
8.472,0.52102
8.48,0.50049
8.488,0.47898
8.496,0.45943
8.504,0.44184
8.512,0.42424
8.52,0.40762
8.528,0.39394
8.536,0.38123
8.544,0.37243
8.552,0.36559
8.56,0.35875
8.568,0.35386
8.576,0.34897
8.584,0.34604
8.592,0.34311
8.6,0.34018
8.608,0.33822
8.616,0.33627
8.624,0.33431
8.632,0.33333
8.64,0.33236
8.648,0.33138
8.656,0.33138
8.664,0.3304
8.672,0.32942
8.68,0.32942
8.688,0.32845
8.696,0.32845
8.704,0.32747
8.712,0.32649
8.72,0.32551
8.728,0.32454
8.736,0.32258
8.744,0.32258
8.752,0.3216
8.76,0.3216
8.768,0.32063
8.776,0.31965
8.784,0.31769
8.792,0.31574
8.8,0.31378
8.808,0.31085
8.816,0.31281
8.824,0.31867
8.832,0.32063
8.84,0.32063
8.848,0.32063
8.856,0.3216
8.864,0.32258
8.872,0.32649
8.88,0.33431
8.888,0.34702
8.896,0.36461
8.904,0.38905
8.912,0.41838
8.92,0.45064
8.928,0.4868
8.936,0.52395
8.944,0.55621
8.952,0.58553
8.96,0.61779
8.968,0.65005
8.976,0.68035
8.984,0.70772
8.992,0.73118
9,0.75073
9.008,0.76637
9.016,0.77615
9.024,0.78201
9.032,0.78397
9.04,0.78104
9.048,0.77419
9.056,0.76442
9.064,0.75073
9.072,0.73509
9.08,0.7175
9.088,0.69697
9.096,0.67546
9.104,0.652
9.112,0.62659
9.12,0.60215
9.128,0.57771
9.136,0.55425
9.144,0.53372
9.152,0.51613
9.16,0.49853
9.168,0.48192
9.176,0.46628
9.184,0.45259
9.192,0.43891
9.2,0.42815
9.208,0.41935
9.216,0.41251
9.224,0.40665
9.232,0.40274
9.24,0.40078
9.248,0.39883
9.256,0.39785
9.264,0.39687
9.272,0.39589
9.28,0.39492
9.288,0.39394
9.296,0.39198
9.304,0.39003
9.312,0.38807
9.32,0.38612
9.328,0.38416
9.336,0.38123
9.344,0.37928
9.352,0.3783
9.36,0.37634
9.368,0.37439
9.376,0.37146
9.384,0.36852
9.392,0.36461
9.4,0.36168
9.408,0.35777
9.416,0.35484
9.424,0.35093
9.432,0.34604
9.44,0.34115
9.448,0.33724
9.456,0.33333
9.464,0.32845
9.472,0.32356
9.48,0.31867
9.488,0.31574
9.496,0.31378
9.504,0.31476
9.512,0.31867
9.52,0.32649
9.528,0.34018
9.536,0.35973
9.544,0.38025
9.552,0.40371
9.56,0.43304
9.568,0.46725
9.576,0.50342
9.584,0.54057
9.592,0.57674
9.6,0.61193
9.608,0.64516
9.616,0.67546
9.624,0.70186
9.632,0.72532
9.64,0.74096
9.648,0.75073
9.656,0.75953
9.664,0.7654
9.672,0.76637
9.68,0.76344
9.688,0.7566
9.696,0.74585
9.704,0.73216
9.712,0.71457
9.72,0.69501
9.728,0.67351
9.736,0.65005
9.744,0.62757
9.752,0.60606
9.76,0.5826
9.768,0.55816
9.776,0.5347
9.784,0.51222
9.792,0.49071
9.8,0.47116
9.808,0.45259
9.816,0.43695
9.824,0.42229
9.832,0.40958
9.84,0.40078
9.848,0.39394
9.856,0.38807
9.864,0.38319
9.872,0.38025
9.88,0.37732
9.888,0.37439
9.896,0.37341
9.904,0.37146
9.912,0.37048
9.92,0.3695
9.928,0.36852
9.936,0.36657
9.944,0.36559
9.952,0.36461
9.96,0.36266
9.968,0.36168
9.976,0.3607
9.984,0.35875
9.992,0.35777
10,0.35679
10.008,0.35582
10.016,0.35386
10.024,0.35191
10.032,0.34897
10.04,0.34702
10.048,0.34506
10.056,0.34115
10.064,0.33627
10.072,0.33138
10.08,0.32649
10.088,0.3216
10.096,0.31672
10.104,0.31183
10.112,0.30694
10.12,0.30205
10.128,0.29814
10.136,0.29423
10.144,0.29326
10.152,0.29423
10.16,0.29814
10.168,0.30694
10.176,0.3216
10.184,0.34018
10.192,0.36461
10.2,0.39394
10.208,0.42717
10.216,0.46237
10.224,0.49853
10.232,0.5347
10.24,0.565
10.248,0.59238
10.256,0.62072
10.264,0.64809
10.272,0.67253
10.28,0.69404
10.288,0.71065
10.296,0.72239
10.304,0.72923
10.312,0.73118
10.32,0.72923
10.328,0.72239
10.336,0.71163
10.344,0.6999
10.352,0.68426
10.36,0.66667
10.368,0.64614
10.376,0.62366
10.384,0.59922
10.392,0.57478
10.4,0.54936
10.408,0.52395
10.416,0.49951
10.424,0.47605
10.432,0.45357
10.44,0.435
10.448,0.42033
10.456,0.40469
10.464,0.39101
10.472,0.37732
10.48,0.36657
10.488,0.35777
10.496,0.34995
10.504,0.34311
10.512,0.3392
10.52,0.33627
10.528,0.33333
10.536,0.33236
10.544,0.33138
10.552,0.33138
10.56,0.33138
10.568,0.3304
10.576,0.32942
10.584,0.32845
10.592,0.32649
10.6,0.32551
10.608,0.32454
10.616,0.32356
10.624,0.3216
10.632,0.31965
10.64,0.31769
10.648,0.31672
10.656,0.31574
10.664,0.31281
10.672,0.31085
10.68,0.30792
10.688,0.30401
10.696,0.3001
10.704,0.29521
10.712,0.2913
10.72,0.28739
10.728,0.28348
10.736,0.27957
10.744,0.27566
10.752,0.27273
10.76,0.26979
10.768,0.26588
10.776,0.26197
10.784,0.26002
10.792,0.26002
10.8,0.26393
10.808,0.27273
10.816,0.28739
10.824,0.30694
10.832,0.33236
10.84,0.35875
10.848,0.38514
10.856,0.41838
10.864,0.44868
10.872,0.47605
10.88,0.50635
10.888,0.53763
10.896,0.56696
10.904,0.59433
10.912,0.61779
10.92,0.63832
10.928,0.65494
10.936,0.66667
10.944,0.67351
10.952,0.67644
10.96,0.67742
10.968,0.67449
10.976,0.66764
10.984,0.65787
10.992,0.64516
11,0.62854
11.008,0.60997
11.016,0.58944
11.024,0.56794
11.032,0.54643
11.04,0.5259
11.048,0.50831
11.056,0.48876
11.064,0.46921
11.072,0.45064
11.08,0.43304
11.088,0.41838
11.096,0.40469
11.104,0.39198
11.112,0.38221
11.12,0.37439
11.128,0.36852
11.136,0.36364
11.144,0.36168
11.152,0.35875
11.16,0.35679
11.168,0.35582
11.176,0.35386
11.184,0.35288
11.192,0.35093
11.2,0.34995
11.208,0.348
11.216,0.34604
11.224,0.34506
11.232,0.34409
11.24,0.34409
11.248,0.34506
11.256,0.34409
11.264,0.34409
11.272,0.34311
11.28,0.34213
11.288,0.34115
11.296,0.34018
11.304,0.3392
11.312,0.33724
11.32,0.33724
11.328,0.33724
11.336,0.33627
11.344,0.33627
11.352,0.33627
11.36,0.33431
11.368,0.33236
11.376,0.32942
11.384,0.32551
11.392,0.3216
11.4,0.31867
11.408,0.31574
11.416,0.31378
11.424,0.31476
11.432,0.31965
11.44,0.32649
11.448,0.33724
11.456,0.35288
11.464,0.37439
11.472,0.40078
11.48,0.43109
11.488,0.46432
11.496,0.49951
11.504,0.53568
11.512,0.57087
11.52,0.60411
11.528,0.63539
11.536,0.65885
11.544,0.67742
11.552,0.69599
11.56,0.71163
11.568,0.72532
11.576,0.73509
11.584,0.74096
11.592,0.74291
11.6,0.73998
11.608,0.73412
11.616,0.72532
11.624,0.71261
11.632,0.69697
11.64,0.68035
11.648,0.66276
11.656,0.64223
11.664,0.62072
11.672,0.59726
11.68,0.5738
11.688,0.55132
11.696,0.52884
11.704,0.50831
11.712,0.48974
11.72,0.47116
11.728,0.45552
11.736,0.44282
11.744,0.43206
11.752,0.42229
11.76,0.41349
11.768,0.40567
11.776,0.3998
11.784,0.39394
11.792,0.39003
11.8,0.3871
11.808,0.38514
11.816,0.38319
11.824,0.38221
11.832,0.38123
11.84,0.38025
11.848,0.37928
11.856,0.3783
11.864,0.37634
11.872,0.37439
11.88,0.37243
11.888,0.37048
11.896,0.3695
11.904,0.36755
11.912,0.36559
11.92,0.36364
11.928,0.36168
11.936,0.3607
11.944,0.35875
11.952,0.35484
11.96,0.35191
11.968,0.348
11.976,0.34311
11.984,0.33822
11.992,0.33333
12,0.32845
12.008,0.32454
12.016,0.31965
12.024,0.31476
12.032,0.31183
12.04,0.30987
12.048,0.30792
12.056,0.30694
12.064,0.3089
12.072,0.31281
12.08,0.3216
12.088,0.33529
12.096,0.35484
12.104,0.37928
12.112,0.40762
12.12,0.43891
12.128,0.47312
12.136,0.50244
12.144,0.53079
12.152,0.56109
12.16,0.59238
12.168,0.62268
12.176,0.65103
12.184,0.67449
12.192,0.69404
12.2,0.70968
12.208,0.72043
12.216,0.7263
12.224,0.72825
12.232,0.7263
12.24,0.72043
12.248,0.71163
12.256,0.6999
12.264,0.68524
12.272,0.66764
12.28,0.64809
12.288,0.62561
12.296,0.60313
12.304,0.57967
12.312,0.55621
12.32,0.53372
12.328,0.51124
12.336,0.49267
12.344,0.47605
12.352,0.45846
12.36,0.44184
12.368,0.4262
12.376,0.41251
12.384,0.3998
12.392,0.38905
12.4,0.38025
12.408,0.37439
12.416,0.36852
12.424,0.36559
12.432,0.36266
12.44,0.3607
12.448,0.35973
12.456,0.35875
