Time [s], PLETH
2.976,0.27761
2.984,0.27468
2.992,0.27273
3,0.27077
3.008,0.26882
3.016,0.26588
3.024,0.26295
3.032,0.261
3.04,0.25806
3.048,0.25709
3.056,0.25513
3.064,0.25318
3.072,0.25122
3.08,0.24829
3.088,0.24731
3.096,0.24633
3.104,0.24829
3.112,0.25513
3.12,0.26686
3.128,0.28641
3.136,0.31672
3.144,0.35093
3.152,0.38319
3.16,0.41935
3.168,0.45552
3.176,0.49169
3.184,0.52493
3.192,0.55425
3.2,0.58065
3.208,0.60215
3.216,0.61975
3.224,0.63441
3.232,0.64712
3.24,0.65689
3.248,0.66373
3.256,0.66764
3.264,0.67058
3.272,0.67351
3.28,0.67449
3.288,0.67449
3.296,0.67351
3.304,0.67058
3.312,0.66667
3.32,0.66178
3.328,0.65396
3.336,0.64516
3.344,0.63539
3.352,0.62463
3.36,0.61193
3.368,0.59726
3.376,0.5826
3.384,0.56696
3.392,0.5523
3.4,0.53763
3.408,0.52395
3.416,0.51222
3.424,0.50147
3.432,0.49169
3.44,0.48289
3.448,0.47605
3.456,0.47116
3.464,0.4653
3.472,0.45943
3.48,0.45455
3.488,0.44966
3.496,0.44477
3.504,0.43988
3.512,0.435
3.52,0.43011
3.528,0.42522
3.536,0.42033
3.544,0.41642
3.552,0.41349
3.56,0.40958
3.568,0.40567
3.576,0.40176
3.584,0.39785
3.592,0.39296
3.6,0.38905
3.608,0.38514
3.616,0.38221
3.624,0.3783
3.632,0.37439
3.64,0.37146
3.648,0.36852
3.656,0.36657
3.664,0.36461
3.672,0.36168
3.68,0.35777
3.688,0.35484
3.696,0.35191
3.704,0.348
3.712,0.34506
3.72,0.34213
3.728,0.34018
3.736,0.34018
3.744,0.34213
3.752,0.34702
3.76,0.35582
3.768,0.3695
3.776,0.39003
3.784,0.41642
3.792,0.44868
3.8,0.48387
3.808,0.52004
3.816,0.55621
3.824,0.59042
3.832,0.62072
3.84,0.64809
3.848,0.66862
3.856,0.68328
3.864,0.69795
3.872,0.71065
3.88,0.72239
3.888,0.73118
3.896,0.73803
3.904,0.74291
3.912,0.74682
3.92,0.74878
3.928,0.74976
3.936,0.74878
3.944,0.74585
3.952,0.74096
3.96,0.73607
3.968,0.73021
3.976,0.72141
3.984,0.71163
3.992,0.6999
4,0.68622
4.008,0.67058
4.016,0.65494
4.024,0.63832
4.032,0.6217
4.04,0.60606
4.048,0.59238
4.056,0.57967
4.064,0.56696
4.072,0.55523
4.08,0.54448
4.088,0.5347
4.096,0.52688
4.104,0.51906
4.112,0.51222
4.12,0.50635
4.128,0.49951
4.136,0.49365
4.144,0.48778
4.152,0.48289
4.16,0.47801
4.168,0.47214
4.176,0.46628
4.184,0.45943
4.192,0.45259
4.2,0.44575
4.208,0.43988
4.216,0.43402
4.224,0.42913
4.232,0.42522
4.24,0.42131
4.248,0.41838
4.256,0.41447
4.264,0.41056
4.272,0.40665
4.28,0.40176
4.288,0.39687
4.296,0.39198
4.304,0.38807
4.312,0.38416
4.32,0.38123
4.328,0.37732
4.336,0.37341
4.344,0.37048
4.352,0.36755
4.36,0.36461
4.368,0.3607
4.376,0.35777
4.384,0.35582
4.392,0.35679
4.4,0.36364
4.408,0.37439
4.416,0.39198
4.424,0.41544
4.432,0.44379
4.44,0.47214
4.448,0.50049
4.456,0.53177
4.464,0.565
4.472,0.59531
4.48,0.62366
4.488,0.64809
4.496,0.66862
4.504,0.68622
4.512,0.6999
4.52,0.71065
4.528,0.71848
4.536,0.72434
4.544,0.72825
4.552,0.73021
4.56,0.73118
4.568,0.73216
4.576,0.73216
4.584,0.73021
4.592,0.7263
4.6,0.72141
4.608,0.71457
4.616,0.70479
4.624,0.69501
4.632,0.68231
4.64,0.6696
4.648,0.65689
4.656,0.64125
4.664,0.62561
4.672,0.60899
4.68,0.59335
4.688,0.57771
4.696,0.56403
4.704,0.55034
4.712,0.53861
4.72,0.52786
4.728,0.51808
4.736,0.51026
4.744,0.5044
4.752,0.49853
4.76,0.49267
4.768,0.4868
4.776,0.48094
4.784,0.47507
4.792,0.46823
4.8,0.46139
4.808,0.4565
4.816,0.45161
4.824,0.44673
4.832,0.44184
4.84,0.43793
4.848,0.43402
4.856,0.43011
4.864,0.42424
4.872,0.41935
4.88,0.41544
4.888,0.41056
4.896,0.40665
4.904,0.40274
4.912,0.39785
4.92,0.39394
4.928,0.39003
4.936,0.38514
4.944,0.38221
4.952,0.37928
4.96,0.37537
4.968,0.37146
4.976,0.36755
4.984,0.36364
4.992,0.35973
5,0.35582
5.008,0.35288
5.016,0.34995
5.024,0.348
5.032,0.348
5.04,0.34897
5.048,0.35386
5.056,0.36364
5.064,0.37928
5.072,0.40176
5.08,0.43011
5.088,0.46334
5.096,0.49951
5.104,0.53666
5.112,0.57087
5.12,0.60313
5.128,0.63148
5.136,0.65494
5.144,0.67253
5.152,0.68524
5.16,0.69697
5.168,0.70674
5.176,0.71554
5.184,0.72043
5.192,0.72434
5.2,0.7263
5.208,0.72825
5.216,0.72825
5.224,0.72727
5.232,0.72434
5.24,0.71945
5.248,0.71261
5.256,0.70479
5.264,0.69404
5.272,0.68133
5.28,0.66667
5.288,0.65005
5.296,0.63148
5.304,0.6129
5.312,0.59238
5.32,0.57185
5.328,0.5523
5.336,0.53372
5.344,0.51808
5.352,0.50538
5.36,0.49169
5.368,0.47898
5.376,0.46823
5.384,0.45748
5.392,0.44673
5.4,0.43695
5.408,0.42717
5.416,0.41838
5.424,0.40958
5.432,0.40176
5.44,0.39492
5.448,0.38905
5.456,0.38221
5.464,0.37634
5.472,0.3695
5.48,0.36266
5.488,0.35484
5.496,0.34897
5.504,0.34213
5.512,0.33627
5.52,0.32942
5.528,0.32356
5.536,0.31672
5.544,0.31183
5.552,0.30792
5.56,0.30303
5.568,0.29814
5.576,0.29326
5.584,0.28739
5.592,0.28152
5.6,0.27566
5.608,0.27077
5.616,0.26588
5.624,0.261
5.632,0.25611
5.64,0.25318
5.648,0.24927
5.656,0.24536
5.664,0.24047
5.672,0.23558
5.68,0.23265
5.688,0.23265
5.696,0.23656
5.704,0.24633
5.712,0.26197
5.72,0.28641
5.728,0.31867
5.736,0.35582
5.744,0.39101
5.752,0.42522
5.76,0.46334
5.768,0.50244
5.776,0.53861
5.784,0.56989
5.792,0.59726
5.8,0.61975
5.808,0.63734
5.816,0.652
5.824,0.66276
5.832,0.67058
5.84,0.67546
5.848,0.67742
5.856,0.67937
5.864,0.67937
5.872,0.67742
5.88,0.67449
5.888,0.6696
5.896,0.66276
5.904,0.65396
5.912,0.64321
5.92,0.6305
5.928,0.61486
5.936,0.59726
5.944,0.57967
5.952,0.56305
5.96,0.54448
5.968,0.52395
5.976,0.50538
5.984,0.48583
5.992,0.46921
6,0.45259
6.008,0.43793
6.016,0.42424
6.024,0.41349
6.032,0.40274
6.04,0.39492
6.048,0.38807
6.056,0.38123
6.064,0.37341
6.072,0.36657
6.08,0.35875
6.088,0.35093
6.096,0.34311
6.104,0.33627
6.112,0.32942
6.12,0.32356
6.128,0.31672
6.136,0.31183
6.144,0.30694
6.152,0.30205
6.16,0.29619
6.168,0.29032
6.176,0.28446
6.184,0.27957
6.192,0.27468
6.2,0.26979
6.208,0.26393
6.216,0.25806
6.224,0.2522
6.232,0.24633
6.24,0.24145
6.248,0.23754
6.256,0.23363
6.264,0.22972
6.272,0.22581
6.28,0.2219
6.288,0.21799
6.296,0.2131
6.304,0.20821
6.312,0.20332
6.32,0.19941
6.328,0.1955
6.336,0.1955
6.344,0.19844
6.352,0.20821
6.36,0.22385
6.368,0.24829
6.376,0.27957
6.384,0.31769
6.392,0.3607
6.4,0.40469
6.408,0.44966
6.416,0.49169
6.424,0.52884
6.432,0.56207
6.44,0.58651
6.448,0.60508
6.456,0.62268
6.464,0.63734
6.472,0.64907
6.48,0.65885
6.488,0.66667
6.496,0.67253
6.504,0.67644
6.512,0.6784
6.52,0.6784
6.528,0.67742
6.536,0.67449
6.544,0.6696
6.552,0.66276
6.56,0.65396
6.568,0.64321
6.576,0.62854
6.584,0.6129
6.592,0.59433
6.6,0.5738
6.608,0.55327
6.616,0.53275
6.624,0.51222
6.632,0.49267
6.64,0.47605
6.648,0.46139
6.656,0.44673
6.664,0.43304
6.672,0.42033
6.68,0.4086
6.688,0.39785
6.696,0.38807
6.704,0.37928
6.712,0.37146
6.72,0.36364
6.728,0.35679
6.736,0.34995
6.744,0.34506
6.752,0.3392
6.76,0.33236
6.768,0.32454
6.776,0.31769
6.784,0.31085
6.792,0.30401
6.8,0.29912
6.808,0.29326
6.816,0.28837
6.824,0.28348
6.832,0.27859
6.84,0.27468
6.848,0.27077
6.856,0.26686
6.864,0.26295
6.872,0.25904
6.88,0.25513
6.888,0.25122
6.896,0.24829
6.904,0.24438
6.912,0.24047
6.92,0.23656
6.928,0.23363
6.936,0.23167
6.944,0.22972
6.952,0.22678
6.96,0.22287
6.968,0.21994
6.976,0.21799
6.984,0.21701
6.992,0.22092
7,0.22972
7.008,0.24536
7.016,0.26882
7.024,0.3001
7.032,0.3392
7.04,0.37732
7.048,0.41544
7.056,0.45943
7.064,0.50342
7.072,0.54643
7.08,0.58553
7.088,0.61975
7.096,0.64907
7.104,0.67253
7.112,0.69306
7.12,0.7087
7.128,0.72141
7.136,0.73021
7.144,0.73509
7.152,0.73998
7.16,0.74389
7.168,0.7478
7.176,0.74976
7.184,0.75073
7.192,0.74878
7.2,0.74487
7.208,0.73803
7.216,0.72923
7.224,0.71652
7.232,0.70283
7.24,0.68915
7.248,0.67546
7.256,0.65885
7.264,0.64125
7.272,0.62268
7.28,0.60508
7.288,0.58847
7.296,0.57185
7.304,0.55621
7.312,0.54154
7.32,0.52884
7.328,0.51613
7.336,0.50538
7.344,0.4956
7.352,0.48778
7.36,0.47996
7.368,0.47507
7.376,0.47214
7.384,0.47312
7.392,0.47801
7.4,0.48485
7.408,0.49462
7.416,0.50538
7.424,0.51613
7.432,0.5259
7.44,0.53372
7.448,0.54057
7.456,0.54839
7.464,0.55621
7.472,0.565
7.48,0.57283
7.488,0.57869
7.496,0.58162
7.504,0.57869
7.512,0.57087
7.52,0.55718
7.528,0.53959
7.536,0.52102
7.544,0.50147
7.552,0.47801
7.56,0.45259
7.568,0.42522
7.576,0.39785
7.584,0.3695
7.592,0.34311
7.6,0.31769
7.608,0.29521
7.616,0.2737
7.624,0.25611
7.632,0.24242
7.64,0.23363
7.648,0.23069
7.656,0.23167
7.664,0.24047
7.672,0.25709
7.68,0.2825
7.688,0.31476
7.696,0.35288
7.704,0.39394
7.712,0.43597
7.72,0.47801
7.728,0.51711
7.736,0.54741
7.744,0.57283
7.752,0.59726
7.76,0.61975
7.768,0.63832
7.776,0.65396
7.784,0.66569
7.792,0.67546
7.8,0.68231
7.808,0.68719
7.816,0.68915
7.824,0.68915
7.832,0.68719
7.84,0.68328
7.848,0.67742
7.856,0.6696
7.864,0.6608
7.872,0.65005
7.88,0.63734
7.888,0.62268
7.896,0.60704
7.904,0.58847
7.912,0.56989
7.92,0.55034
7.928,0.53079
7.936,0.51417
7.944,0.49951
7.952,0.48387
7.96,0.47019
7.968,0.45748
7.976,0.44673
7.984,0.43695
7.992,0.42913
8,0.42229
8.008,0.41544
8.016,0.4086
8.024,0.40274
8.032,0.39785
8.04,0.39394
8.048,0.38905
8.056,0.38416
8.064,0.38025
8.072,0.37537
8.08,0.37146
8.088,0.36755
8.096,0.36266
8.104,0.35875
8.112,0.35386
8.12,0.34995
8.128,0.34604
8.136,0.34311
8.144,0.34115
8.152,0.33822
8.16,0.33627
8.168,0.33236
8.176,0.32942
8.184,0.32649
8.192,0.32356
8.2,0.32063
8.208,0.31769
8.216,0.31476
8.224,0.31183
8.232,0.30987
8.24,0.3089
8.248,0.30694
8.256,0.30499
8.264,0.30205
8.272,0.29814
8.28,0.29521
8.288,0.29228
8.296,0.29228
8.304,0.29619
8.312,0.30596
8.32,0.3216
8.328,0.34409
8.336,0.37048
8.344,0.3998
8.352,0.43597
8.36,0.47703
8.368,0.52004
8.376,0.56207
8.384,0.6002
8.392,0.63539
8.4,0.66471
8.408,0.6911
8.416,0.71261
8.424,0.73021
8.432,0.74194
8.44,0.74976
8.448,0.75758
8.456,0.76344
8.464,0.76735
8.472,0.76931
8.48,0.76931
8.488,0.76833
8.496,0.7654
8.504,0.76149
8.512,0.75464
8.52,0.74585
8.528,0.73412
8.536,0.72141
8.544,0.70772
8.552,0.6911
8.56,0.67351
8.568,0.65591
8.576,0.63636
8.584,0.61779
8.592,0.59922
8.6,0.5826
8.608,0.56598
8.616,0.55132
8.624,0.53763
8.632,0.52688
8.64,0.51711
8.648,0.50733
8.656,0.49756
8.664,0.48974
8.672,0.48094
8.68,0.47312
8.688,0.4653
8.696,0.45846
8.704,0.45161
8.712,0.44477
8.72,0.43695
8.728,0.43011
8.736,0.42424
8.744,0.41935
8.752,0.41349
8.76,0.40762
8.768,0.40078
8.776,0.39492
8.784,0.38905
8.792,0.38319
8.8,0.3783
8.808,0.37341
8.816,0.36852
8.824,0.36266
8.832,0.35777
8.84,0.35386
8.848,0.34995
8.856,0.34604
8.864,0.34115
8.872,0.33724
8.88,0.33236
8.888,0.32845
8.896,0.32356
8.904,0.32063
8.912,0.31574
8.92,0.31183
8.928,0.30792
8.936,0.30596
8.944,0.30401
8.952,0.30303
8.96,0.30596
8.968,0.31183
8.976,0.32454
8.984,0.34506
8.992,0.37243
9,0.40665
9.008,0.44673
9.016,0.48876
9.024,0.53177
9.032,0.56891
9.04,0.6002
9.048,0.63245
9.056,0.66178
9.064,0.68719
9.072,0.70968
9.08,0.72727
9.088,0.74194
9.096,0.75269
9.104,0.76149
9.112,0.76735
9.12,0.77028
9.128,0.77224
9.136,0.77028
9.144,0.76735
9.152,0.76344
9.16,0.75758
9.168,0.75073
9.176,0.74194
9.184,0.73118
9.192,0.7175
9.2,0.70186
9.208,0.68426
9.216,0.66569
9.224,0.64614
9.232,0.62757
9.24,0.61095
9.248,0.59335
9.256,0.57478
9.264,0.55718
9.272,0.54154
9.28,0.5259
9.288,0.5132
9.296,0.50049
9.304,0.49071
9.312,0.48192
9.32,0.47312
9.328,0.4653
9.336,0.45846
9.344,0.45259
9.352,0.44673
9.36,0.43988
9.368,0.43304
9.376,0.42717
9.384,0.42033
9.392,0.41349
9.4,0.40665
9.408,0.3998
9.416,0.39394
9.424,0.38807
9.432,0.38319
9.44,0.37928
9.448,0.37439
9.456,0.36852
9.464,0.36266
9.472,0.35777
9.48,0.35191
9.488,0.34702
9.496,0.34213
9.504,0.33822
9.512,0.33431
9.52,0.3304
9.528,0.32649
9.536,0.32454
9.544,0.3216
9.552,0.31867
9.56,0.31378
9.568,0.30987
9.576,0.30499
9.584,0.30108
9.592,0.29717
9.6,0.29326
9.608,0.29032
9.616,0.2913
9.624,0.29521
9.632,0.30205
9.64,0.31378
9.648,0.33236
9.656,0.35777
9.664,0.39003
9.672,0.42522
9.68,0.46334
9.688,0.50147
9.696,0.53861
9.704,0.57185
9.712,0.60117
9.72,0.62659
9.728,0.64516
9.736,0.65885
9.744,0.67058
9.752,0.68133
9.76,0.68915
9.768,0.69599
9.776,0.6999
9.784,0.70283
9.792,0.70479
9.8,0.70479
9.808,0.70186
9.816,0.69795
9.824,0.6911
9.832,0.68426
9.84,0.67546
9.848,0.66471
9.856,0.65103
9.864,0.63636
9.872,0.61975
9.88,0.60117
9.888,0.5826
9.896,0.56403
9.904,0.54545
9.912,0.52688
9.92,0.51026
9.928,0.49658
9.936,0.48485
9.944,0.4741
9.952,0.46334
9.96,0.45357
9.968,0.44477
9.976,0.43597
9.984,0.42815
9.992,0.42033
10,0.41251
10.008,0.40567
10.016,0.39883
10.024,0.39296
10.032,0.38807
10.04,0.38416
10.048,0.37928
10.056,0.37341
10.064,0.36755
10.072,0.36168
10.08,0.35582
10.088,0.34995
10.096,0.34311
10.104,0.33724
10.112,0.33236
10.12,0.32747
10.128,0.32454
10.136,0.32454
10.144,0.32551
10.152,0.32942
10.16,0.33627
10.168,0.34409
10.176,0.35288
10.184,0.3607
10.192,0.36657
10.2,0.37048
10.208,0.37243
10.216,0.37341
10.224,0.37341
10.232,0.37243
10.24,0.37146
10.248,0.3695
10.256,0.36755
10.264,0.36559
10.272,0.36364
10.28,0.36461
10.288,0.36755
10.296,0.37537
10.304,0.39003
10.312,0.41153
10.32,0.43793
10.328,0.4653
10.336,0.49267
10.344,0.52493
10.352,0.55816
10.36,0.59042
10.368,0.62072
10.376,0.64809
10.384,0.67253
10.392,0.69404
10.4,0.71163
10.408,0.72532
10.416,0.73607
10.424,0.74389
10.432,0.74682
10.44,0.74585
10.448,0.74487
10.456,0.74096
10.464,0.73705
10.472,0.73021
10.48,0.72141
10.488,0.71163
10.496,0.69892
10.504,0.68328
10.512,0.66667
10.52,0.64712
10.528,0.62854
10.536,0.60899
10.544,0.58749
10.552,0.56403
10.56,0.53959
10.568,0.51515
10.576,0.49267
10.584,0.47019
10.592,0.44966
10.6,0.42913
10.608,0.41153
10.616,0.39492
10.624,0.38025
10.632,0.3695
10.64,0.3607
10.648,0.35191
10.656,0.34213
10.664,0.33333
10.672,0.32454
10.68,0.31574
10.688,0.30792
10.696,0.3001
10.704,0.29326
10.712,0.28641
10.72,0.28055
10.728,0.27664
10.736,0.2737
10.744,0.26882
10.752,0.26491
10.76,0.26002
10.768,0.25611
10.776,0.2522
10.784,0.24829
10.792,0.24438
10.8,0.24242
10.808,0.23949
10.816,0.23656
10.824,0.2346
10.832,0.23363
10.84,0.23363
10.848,0.23363
10.856,0.23265
10.864,0.23167
10.872,0.23069
10.88,0.22874
10.888,0.22776
10.896,0.22581
10.904,0.22385
10.912,0.22287
10.92,0.22385
10.928,0.22678
10.936,0.23265
10.944,0.24242
10.952,0.25806
10.96,0.28055
10.968,0.30987
10.976,0.34506
10.984,0.38514
10.992,0.42815
11,0.47116
11.008,0.5132
11.016,0.5523
11.024,0.58749
11.032,0.61486
11.04,0.63734
11.048,0.65787
11.056,0.67742
11.064,0.69306
11.072,0.70674
11.08,0.7175
11.088,0.72727
11.096,0.73412
11.104,0.73803
11.112,0.74096
11.12,0.74096
11.128,0.73998
11.136,0.73705
11.144,0.73216
11.152,0.7263
11.16,0.71848
11.168,0.7087
11.176,0.69599
11.184,0.68231
11.192,0.66764
11.2,0.65103
11.208,0.63343
11.216,0.61486
11.224,0.59629
11.232,0.58065
11.24,0.56598
11.248,0.55034
11.256,0.53666
11.264,0.52493
11.272,0.51417
11.28,0.5044
11.288,0.4956
11.296,0.48778
11.304,0.48094
11.312,0.47312
11.32,0.4653
11.328,0.46334
11.336,0.46334
11.344,0.46041
11.352,0.4565
11.36,0.45161
11.368,0.44673
11.376,0.44184
11.384,0.43695
11.392,0.43109
11.4,0.42522
11.408,0.42033
11.416,0.41447
11.424,0.40958
11.432,0.40567
11.44,0.40274
11.448,0.3998
11.456,0.39589
11.464,0.39198
11.472,0.38807
11.48,0.38416
11.488,0.38123
11.496,0.37732
11.504,0.37341
11.512,0.3695
11.52,0.36559
11.528,0.36266
11.536,0.3607
11.544,0.35777
11.552,0.35484
11.56,0.35191
11.568,0.34897
11.576,0.348
11.584,0.348
11.592,0.35093
11.6,0.35777
11.608,0.37146
11.616,0.39198
11.624,0.41447
11.632,0.43988
11.64,0.47214
11.648,0.50929
11.656,0.54839
11.664,0.58651
11.672,0.62268
11.68,0.65494
11.688,0.68328
11.696,0.70772
11.704,0.72727
11.712,0.74487
11.72,0.75855
11.728,0.76735
11.736,0.77322
11.744,0.7781
11.752,0.78201
11.76,0.78495
11.768,0.78495
11.776,0.78495
11.784,0.78201
11.792,0.77908
11.8,0.77615
11.808,0.77126
11.816,0.76735
11.824,0.76149
11.832,0.75464
11.84,0.74682
11.848,0.73705
11.856,0.72727
11.864,0.71652
11.872,0.70577
11.88,0.69599
11.888,0.68719
11.896,0.67937
11.904,0.67253
11.912,0.66569
11.92,0.65982
11.928,0.65396
11.936,0.64712
11.944,0.64125
11.952,0.63539
11.96,0.6305
11.968,0.62561
11.976,0.6217
11.984,0.61779
11.992,0.6129
12,0.60802
12.008,0.60215
12.016,0.59531
12.024,0.58847
12.032,0.58162
12.04,0.57283
12.048,0.56403
12.056,0.55327
12.064,0.54252
12.072,0.53177
12.08,0.52199
12.088,0.51222
12.096,0.5044
12.104,0.49658
12.112,0.48876
12.12,0.48192
12.128,0.47605
12.136,0.47019
12.144,0.46334
12.152,0.45552
12.16,0.4477
12.168,0.43793
12.176,0.42717
12.184,0.41642
12.192,0.40567
12.2,0.39394
12.208,0.38221
12.216,0.37048
12.224,0.36168
12.232,0.35386
12.24,0.34604
12.248,0.34018
12.256,0.33724
12.264,0.33822
12.272,0.34604
12.28,0.3607
12.288,0.38221
12.296,0.4086
12.304,0.43891
12.312,0.47214
12.32,0.50635
12.328,0.5347
12.336,0.55914
12.344,0.58358
12.352,0.60508
12.36,0.62463
12.368,0.64027
12.376,0.65298
12.384,0.66373
12.392,0.67155
12.4,0.67742
12.408,0.68133
12.416,0.68328
12.424,0.68231
12.432,0.68035
12.44,0.6784
12.448,0.67449
